[2337, 1642]
[paragraph, [145.0, 155.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 191.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 227.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 263.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 299.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 335.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 371.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 407.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 443.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 479.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 515.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 551.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 587.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 623.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 659.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 695.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 731.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 767.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 803.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 839.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 875.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [145.0, 911.0, 1353.0, 36.0], shoonya_0sSRFM8878T7E8, 5752722]
[paragraph, [143.0, 1009.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1045.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1081.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1117.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1153.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1189.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1225.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1261.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1297.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1333.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1369.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1405.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1441.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1477.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1513.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1549.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1585.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1621.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1657.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1693.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1729.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1765.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1801.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1837.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1873.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1909.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1945.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 1981.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[paragraph, [143.0, 2017.0, 1350.0, 36.0], b0EarXK19I, 5752722]
[website-link, [558.0, 2263.0, 521.0, 18.0], tlFxUQKi-k, 5752722]
[website-link, [558.0, 2281.0, 521.0, 18.0], tlFxUQKi-k, 5752722]
[website-link, [558.0, 2299.0, 521.0, 18.0], tlFxUQKi-k, 5752722]
