[2339, 1656]
[dateline, [1046.0, 28.0, 512.0, 64.5], j3QDi1vxIT, 5657104]
[folio, [105.0, 33.0, 733.0, 36.0], QjzUXdy25w, 5657104]
[paragraph, [97.0, 106.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 142.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 178.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 214.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 250.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 286.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 322.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 358.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 394.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 430.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 466.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 502.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 538.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [97.0, 574.0, 705.0, 36.0], shoonya_5sHA0QZ4BE0HB6, 5657104]
[paragraph, [843.0, 118.0, 709.0, 36.0], shoonya_8sEQKR7PEWGELZ, 5657104]
[paragraph, [843.0, 154.0, 709.0, 36.0], shoonya_8sEQKR7PEWGELZ, 5657104]
[paragraph, [843.0, 190.0, 709.0, 36.0], shoonya_8sEQKR7PEWGELZ, 5657104]
[paragraph, [843.0, 226.0, 709.0, 36.0], shoonya_8sEQKR7PEWGELZ, 5657104]
[paragraph, [843.0, 262.0, 709.0, 36.0], shoonya_8sEQKR7PEWGELZ, 5657104]
[paragraph, [843.0, 298.0, 709.0, 36.0], shoonya_8sEQKR7PEWGELZ, 5657104]
[paragraph, [843.0, 334.0, 709.0, 36.0], shoonya_8sEQKR7PEWGELZ, 5657104]
[paragraph, [97.0, 666.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 702.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 738.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 774.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 810.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 846.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 882.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 918.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 954.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 990.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 1026.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 1062.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 1098.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 1134.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 1170.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 1206.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 1242.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 1278.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 1314.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[paragraph, [97.0, 1350.0, 700.0, 36.0], shoonya_2sIKO5Z3CYQXRU, 5657104]
[figure-caption, [898.0, 934.0, 589.0, 36.0], shoonya_11sRVK09BFMY4D, 5657104]
[paragraph, [842.0, 1028.0, 707.0, 36.0], shoonya_3sZGSTRGAN2QZB, 5657104]
[paragraph, [842.0, 1064.0, 707.0, 36.0], shoonya_3sZGSTRGAN2QZB, 5657104]
[paragraph, [842.0, 1100.0, 707.0, 36.0], shoonya_3sZGSTRGAN2QZB, 5657104]
[paragraph, [842.0, 1136.0, 707.0, 36.0], shoonya_3sZGSTRGAN2QZB, 5657104]
[paragraph, [842.0, 1172.0, 707.0, 36.0], shoonya_3sZGSTRGAN2QZB, 5657104]
[paragraph, [842.0, 1208.0, 707.0, 36.0], shoonya_3sZGSTRGAN2QZB, 5657104]
[paragraph, [842.0, 1244.0, 707.0, 36.0], shoonya_3sZGSTRGAN2QZB, 5657104]
[paragraph, [842.0, 1280.0, 707.0, 36.0], shoonya_3sZGSTRGAN2QZB, 5657104]
[paragraph, [842.0, 1316.0, 707.0, 36.0], shoonya_3sZGSTRGAN2QZB, 5657104]
[paragraph, [842.0, 1352.0, 707.0, 36.0], shoonya_3sZGSTRGAN2QZB, 5657104]
[section-title, [72.0, 1400.0, 215.0, 52.5], plreSfGFZr, 5657104]
[paragraph, [843.0, 1428.0, 706.0, 36.0], shoonya_1sGZF3TH6LFKQS, 5657104]
[paragraph, [843.0, 1464.0, 706.0, 36.0], shoonya_1sGZF3TH6LFKQS, 5657104]
[paragraph, [843.0, 1500.0, 706.0, 36.0], shoonya_1sGZF3TH6LFKQS, 5657104]
[paragraph, [843.0, 1536.0, 706.0, 36.0], shoonya_1sGZF3TH6LFKQS, 5657104]
[paragraph, [843.0, 1572.0, 706.0, 36.0], shoonya_1sGZF3TH6LFKQS, 5657104]
[paragraph, [843.0, 1608.0, 706.0, 36.0], shoonya_1sGZF3TH6LFKQS, 5657104]
[paragraph, [843.0, 1644.0, 706.0, 36.0], shoonya_1sGZF3TH6LFKQS, 5657104]
[paragraph, [843.0, 1680.0, 706.0, 36.0], shoonya_1sGZF3TH6LFKQS, 5657104]
[paragraph, [843.0, 1716.0, 706.0, 36.0], shoonya_1sGZF3TH6LFKQS, 5657104]
[paragraph, [95.0, 1463.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1499.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1535.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1571.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1607.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1643.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1679.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1715.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1751.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1787.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1823.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1859.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1895.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1931.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 1967.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 2003.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 2039.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [95.0, 2075.0, 704.0, 36.0], shoonya_0sRT5JURVRAGUQ, 5657104]
[paragraph, [842.0, 1777.0, 709.0, 36.0], shoonya_4sEFMPEPYXVB40, 5657104]
[paragraph, [842.0, 1813.0, 709.0, 36.0], shoonya_4sEFMPEPYXVB40, 5657104]
[paragraph, [842.0, 1849.0, 709.0, 36.0], shoonya_4sEFMPEPYXVB40, 5657104]
[paragraph, [842.0, 1885.0, 709.0, 36.0], shoonya_4sEFMPEPYXVB40, 5657104]
[paragraph, [842.0, 1921.0, 709.0, 36.0], shoonya_4sEFMPEPYXVB40, 5657104]
[paragraph, [842.0, 1957.0, 709.0, 36.0], shoonya_4sEFMPEPYXVB40, 5657104]
[paragraph, [842.0, 1993.0, 709.0, 36.0], shoonya_4sEFMPEPYXVB40, 5657104]
[paragraph, [842.0, 2029.0, 709.0, 36.0], shoonya_4sEFMPEPYXVB40, 5657104]
[paragraph, [842.0, 2065.0, 709.0, 36.0], shoonya_4sEFMPEPYXVB40, 5657104]
[paragraph, [842.0, 2101.0, 709.0, 36.0], shoonya_4sEFMPEPYXVB40, 5657104]
