[1347, 847]
[paragraph, [27.0, 27.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 45.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 63.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 81.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 99.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 117.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 135.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 153.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 171.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 189.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 207.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 225.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 243.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 261.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 279.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 297.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 315.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [27.0, 333.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [19.0, 358.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 376.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 394.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 412.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 430.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 448.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 466.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 484.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 502.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 520.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 538.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 556.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 574.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 592.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 610.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 628.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 646.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 664.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 682.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 700.0, 795.0, 18.0], FpTM93H7wa, 5660734]
[paragraph, [19.0, 717.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 735.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 753.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 771.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 789.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 807.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 825.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 843.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
