[1447, 1063]
[folio, [418.0, 55.0, 192.0, 18.0], RCxxTu6EqS, 5762321]
[paragraph, [537.0, 605.0, 437.0, 18.0], o7Apf6FWth, 5762321]
[paragraph, [537.0, 623.0, 437.0, 18.0], o7Apf6FWth, 5762321]
[paragraph, [537.0, 641.0, 437.0, 18.0], o7Apf6FWth, 5762321]
[paragraph, [537.0, 659.0, 437.0, 18.0], o7Apf6FWth, 5762321]
[paragraph, [537.0, 677.0, 437.0, 18.0], o7Apf6FWth, 5762321]
[paragraph, [537.0, 695.0, 437.0, 18.0], o7Apf6FWth, 5762321]
[paragraph, [537.0, 713.0, 437.0, 18.0], o7Apf6FWth, 5762321]
[paragraph, [537.0, 731.0, 437.0, 18.0], o7Apf6FWth, 5762321]
[paragraph, [537.0, 749.0, 437.0, 18.0], o7Apf6FWth, 5762321]
[paragraph, [537.0, 767.0, 437.0, 18.0], o7Apf6FWth, 5762321]
[paragraph, [537.0, 785.0, 437.0, 18.0], o7Apf6FWth, 5762321]
[paragraph, [96.0, 610.0, 431.0, 18.0], dL-vTMBJdF, 5762321]
[paragraph, [96.0, 628.0, 431.0, 18.0], dL-vTMBJdF, 5762321]
[paragraph, [96.0, 646.0, 431.0, 18.0], dL-vTMBJdF, 5762321]
[paragraph, [96.0, 664.0, 431.0, 18.0], dL-vTMBJdF, 5762321]
[paragraph, [96.0, 682.0, 431.0, 18.0], dL-vTMBJdF, 5762321]
[paragraph, [94.0, 720.0, 427.0, 18.0], nJl1A1neh6, 5762321]
[paragraph, [94.0, 738.0, 427.0, 18.0], nJl1A1neh6, 5762321]
[paragraph, [94.0, 756.0, 427.0, 18.0], nJl1A1neh6, 5762321]
[paragraph, [94.0, 774.0, 427.0, 18.0], nJl1A1neh6, 5762321]
[paragraph, [94.0, 792.0, 427.0, 18.0], nJl1A1neh6, 5762321]
[paragraph, [94.0, 810.0, 427.0, 18.0], nJl1A1neh6, 5762321]
[paragraph, [94.0, 828.0, 427.0, 18.0], nJl1A1neh6, 5762321]
[paragraph, [94.0, 846.0, 427.0, 18.0], nJl1A1neh6, 5762321]
[paragraph, [94.0, 864.0, 427.0, 18.0], nJl1A1neh6, 5762321]
[paragraph, [94.0, 882.0, 427.0, 18.0], nJl1A1neh6, 5762321]
[paragraph, [94.0, 900.0, 427.0, 18.0], nJl1A1neh6, 5762321]
[paragraph, [94.0, 918.0, 427.0, 18.0], nJl1A1neh6, 5762321]
[paragraph, [537.0, 810.0, 432.0, 18.0], OZAL_NdwZd, 5762321]
[paragraph, [537.0, 828.0, 432.0, 18.0], OZAL_NdwZd, 5762321]
[paragraph, [537.0, 846.0, 432.0, 18.0], OZAL_NdwZd, 5762321]
[paragraph, [537.0, 864.0, 432.0, 18.0], OZAL_NdwZd, 5762321]
[paragraph, [537.0, 882.0, 432.0, 18.0], OZAL_NdwZd, 5762321]
[ordered-list, [537.0, 925.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 943.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 961.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 979.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 997.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1015.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1033.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1051.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1069.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1087.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1105.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1123.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1141.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1159.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1177.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1195.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1213.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1231.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[ordered-list, [537.0, 1249.0, 440.0, 18.0], gZNSSiXcbB, 5762321]
[paragraph, [91.0, 955.0, 431.0, 18.0], PDDPMA5B_w, 5762321]
[paragraph, [91.0, 973.0, 431.0, 18.0], PDDPMA5B_w, 5762321]
[paragraph, [91.0, 991.0, 431.0, 18.0], PDDPMA5B_w, 5762321]
[paragraph, [91.0, 1009.0, 431.0, 18.0], PDDPMA5B_w, 5762321]
[paragraph, [91.0, 1027.0, 431.0, 18.0], PDDPMA5B_w, 5762321]
[paragraph, [91.0, 1045.0, 431.0, 18.0], PDDPMA5B_w, 5762321]
[paragraph, [91.0, 1063.0, 431.0, 18.0], PDDPMA5B_w, 5762321]
[paragraph, [91.0, 1081.0, 431.0, 18.0], PDDPMA5B_w, 5762321]
[paragraph, [91.0, 1099.0, 431.0, 18.0], PDDPMA5B_w, 5762321]
[paragraph, [91.0, 1117.0, 431.0, 18.0], PDDPMA5B_w, 5762321]
[paragraph, [91.0, 1135.0, 431.0, 18.0], PDDPMA5B_w, 5762321]
[paragraph, [91.0, 1153.0, 431.0, 18.0], PDDPMA5B_w, 5762321]
[paragraph, [90.0, 1194.0, 429.0, 18.0], 5jIZk5Wefe, 5762321]
[paragraph, [90.0, 1212.0, 429.0, 18.0], 5jIZk5Wefe, 5762321]
[paragraph, [90.0, 1230.0, 429.0, 18.0], 5jIZk5Wefe, 5762321]
[paragraph, [90.0, 1248.0, 429.0, 18.0], 5jIZk5Wefe, 5762321]
[paragraph, [90.0, 1266.0, 429.0, 18.0], 5jIZk5Wefe, 5762321]
[paragraph, [90.0, 1284.0, 429.0, 18.0], 5jIZk5Wefe, 5762321]
[paragraph, [90.0, 1302.0, 429.0, 18.0], 5jIZk5Wefe, 5762321]
[paragraph, [90.0, 1320.0, 429.0, 18.0], 5jIZk5Wefe, 5762321]
[paragraph, [90.0, 1338.0, 429.0, 18.0], 5jIZk5Wefe, 5762321]
