[2061, 1233]
[paragraph, [124.0, 106.0, 1028.0, 36.0], TanWmKV5Uo, 5692022]
[paragraph, [124.0, 142.0, 1028.0, 36.0], TanWmKV5Uo, 5692022]
[paragraph, [124.0, 178.0, 1028.0, 36.0], TanWmKV5Uo, 5692022]
[paragraph, [124.0, 214.0, 1028.0, 36.0], TanWmKV5Uo, 5692022]
[paragraph, [124.0, 250.0, 1028.0, 36.0], TanWmKV5Uo, 5692022]
[paragraph, [124.0, 286.0, 1028.0, 36.0], TanWmKV5Uo, 5692022]
[paragraph, [124.0, 322.0, 1028.0, 36.0], TanWmKV5Uo, 5692022]
[paragraph, [124.0, 358.0, 1028.0, 36.0], TanWmKV5Uo, 5692022]
[paragraph, [124.0, 394.0, 1028.0, 36.0], TanWmKV5Uo, 5692022]
[paragraph, [120.0, 463.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 499.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 535.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 571.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 607.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 643.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 679.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 715.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 751.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 787.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 823.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 859.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 895.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 931.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [120.0, 967.0, 1006.0, 36.0], shoonya_2sKUJU773QCAIQ, 5692022]
[paragraph, [111.0, 1029.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1065.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1101.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1137.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1173.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1209.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1245.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1281.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1317.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1353.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1389.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1425.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1461.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [111.0, 1497.0, 1016.0, 36.0], shoonya_1sG34OS7NXBHB8, 5692022]
[paragraph, [113.0, 1539.0, 1014.0, 36.0], shoonya_0sB4H46XSWRVQ3, 5692022]
[paragraph, [113.0, 1575.0, 1014.0, 36.0], shoonya_0sB4H46XSWRVQ3, 5692022]
[paragraph, [113.0, 1611.0, 1014.0, 36.0], shoonya_0sB4H46XSWRVQ3, 5692022]
[paragraph, [113.0, 1647.0, 1014.0, 36.0], shoonya_0sB4H46XSWRVQ3, 5692022]
[paragraph, [113.0, 1683.0, 1014.0, 36.0], shoonya_0sB4H46XSWRVQ3, 5692022]
[paragraph, [113.0, 1719.0, 1014.0, 36.0], shoonya_0sB4H46XSWRVQ3, 5692022]
[paragraph, [113.0, 1755.0, 1014.0, 36.0], shoonya_0sB4H46XSWRVQ3, 5692022]
[paragraph, [113.0, 1791.0, 1014.0, 36.0], shoonya_0sB4H46XSWRVQ3, 5692022]
[paragraph, [113.0, 1827.0, 1014.0, 36.0], shoonya_0sB4H46XSWRVQ3, 5692022]
