[1754, 1241]
[chapter-title, [253.0, 194.0, 754.0, 58.5], shoonya_19sURKQ3PBCNRN, 5708668]
[placeholder-text, [774.0, 336.0, 68.0, 18.0], vrT02_x2Ht, 5708668]
[placeholder-text, [774.0, 354.0, 68.0, 18.0], vrT02_x2Ht, 5708668]
[paragraph, [143.0, 346.0, 970.0, 36.0], shoonya_0sJMR57LEH8JMH, 5708668]
[paragraph, [143.0, 382.0, 970.0, 36.0], shoonya_0sJMR57LEH8JMH, 5708668]
[paragraph, [143.0, 418.0, 970.0, 36.0], shoonya_0sJMR57LEH8JMH, 5708668]
[paragraph, [143.0, 454.0, 970.0, 36.0], shoonya_0sJMR57LEH8JMH, 5708668]
[paragraph, [143.0, 490.0, 970.0, 36.0], shoonya_0sJMR57LEH8JMH, 5708668]
[placeholder-text, [577.0, 350.0, 127.0, 18.0], shoonya_7sRJS1IS4DHGF8, 5708668]
[placeholder-text, [346.0, 381.0, 141.0, 18.0], shoonya_11sAZ5M8TANEID, 5708668]
[placeholder-text, [459.0, 415.0, 428.0, 18.0], VY-5UN_IsM, 5708668]
[placeholder-text, [446.0, 463.0, 224.0, 18.0], _LrNlSbZzO, 5708668]
[placeholder-text, [870.0, 465.0, 234.0, 18.0], CWzdyC0S1r, 5708668]
[paragraph, [143.0, 576.0, 961.0, 36.0], shoonya_1s4M6L0BJ1SXD0, 5708668]
[paragraph, [143.0, 612.0, 961.0, 36.0], shoonya_1s4M6L0BJ1SXD0, 5708668]
[paragraph, [143.0, 648.0, 961.0, 36.0], shoonya_1s4M6L0BJ1SXD0, 5708668]
[placeholder-text, [143.0, 634.0, 147.0, 18.0], shoonya_5sO3N283TSAESK, 5708668]
[placeholder-text, [625.0, 634.0, 129.0, 18.0], shoonya_6s8WJEBCDYPV8G, 5708668]
[placeholder-text, [457.0, 663.0, 84.0, 18.0], shoonya_4sCB5MUYOYDU89, 5708668]
[placeholder-text, [605.0, 665.0, 73.0, 18.0], shoonya_10s9FAPASSDPDW, 5708668]
[ordered-list, [134.0, 746.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 782.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 818.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 854.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 890.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 926.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 962.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 998.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1034.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1070.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1106.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1142.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1178.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1214.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1250.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1286.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1322.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1358.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1394.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1430.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1466.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1502.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[ordered-list, [134.0, 1538.0, 983.0, 36.0], wl3bW8t8ZW, 5708668]
[placeholder-text, [204.0, 826.0, 115.0, 18.0], shoonya_9sKKEUSRX4CKY3, 5708668]
[placeholder-text, [409.0, 827.0, 260.0, 18.0], shoonya_3sYOOGWSKD2CTR, 5708668]
[sub-ordered-list, [184.0, 926.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
[sub-ordered-list, [184.0, 962.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
[sub-ordered-list, [184.0, 998.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
[sub-ordered-list, [184.0, 1034.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
[sub-ordered-list, [184.0, 1070.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
[sub-ordered-list, [184.0, 1106.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
[sub-ordered-list, [184.0, 1142.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
[sub-ordered-list, [184.0, 1178.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
[sub-ordered-list, [184.0, 1214.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
[sub-ordered-list, [184.0, 1250.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
[sub-ordered-list, [184.0, 1286.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
[sub-ordered-list, [184.0, 1322.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
[sub-ordered-list, [184.0, 1358.0, 914.0, 36.0], shoonya_14sMZ368RWQ233, 5708668]
