[2200, 1700]
[section-title, [605.0, 67.0, 483.0, 52.5], shoonya_10s9QS79V93IR8, 6457686]
[paragraph, [92.0, 149.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 185.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 221.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 257.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 293.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 329.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 365.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 401.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 437.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 473.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 509.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 545.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 581.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 617.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 653.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 689.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 725.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 761.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 797.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 833.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 869.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[paragraph, [92.0, 905.0, 1502.0, 36.0], shoonya_1s0RKCESJQA4Y8, 6457686]
[figure-caption, [1134.0, 1288.0, 290.0, 36.0], shoonya_9sDUGS29PP018K, 6457686]
[figure-caption, [1134.0, 1324.0, 290.0, 36.0], shoonya_9sDUGS29PP018K, 6457686]
[figure-caption, [1134.0, 1360.0, 290.0, 36.0], shoonya_9sDUGS29PP018K, 6457686]
[figure-caption, [245.0, 1467.0, 374.0, 36.0], shoonya_8sTOSWOBTPDOEM, 6457686]
[figure-caption, [245.0, 1503.0, 374.0, 36.0], shoonya_8sTOSWOBTPDOEM, 6457686]
[paragraph, [45.0, 1551.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 1587.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 1623.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 1659.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 1695.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 1731.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 1767.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 1803.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 1839.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 1875.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 1911.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 1947.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 1983.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 2019.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 2055.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[paragraph, [45.0, 2091.0, 786.0, 36.0], shoonya_0sHMHMGIH5Z8O4, 6457686]
[figure-caption, [891.0, 1725.0, 220.0, 36.0], kCiGc5x8e0, 6457686]
[figure-caption, [891.0, 1761.0, 220.0, 36.0], kCiGc5x8e0, 6457686]
[figure-caption, [891.0, 1797.0, 220.0, 36.0], kCiGc5x8e0, 6457686]
[figure-caption, [1125.0, 1730.0, 233.0, 36.0], hrWEpp0Lhb, 6457686]
[figure-caption, [1125.0, 1766.0, 233.0, 36.0], hrWEpp0Lhb, 6457686]
[figure-caption, [1125.0, 1802.0, 233.0, 36.0], hrWEpp0Lhb, 6457686]
[figure-caption, [1382.0, 1746.0, 261.0, 36.0], edkn8QBeLT, 6457686]
[figure-caption, [1382.0, 1782.0, 261.0, 36.0], edkn8QBeLT, 6457686]
[figure-caption, [1382.0, 1818.0, 261.0, 36.0], edkn8QBeLT, 6457686]
[folio, [1180.0, 1911.0, 172.0, 36.0], shoonya_11sBY81AMPGYQO, 6457686]
[contact-info, [944.0, 1970.0, 633.0, 36.0], tpFGqN2jeI, 6457686]
[contact-info, [944.0, 2006.0, 633.0, 36.0], tpFGqN2jeI, 6457686]
[contact-info, [944.0, 2042.0, 633.0, 36.0], tpFGqN2jeI, 6457686]
[contact-info, [944.0, 2078.0, 633.0, 36.0], tpFGqN2jeI, 6457686]
[website-link, [905.0, 2116.0, 728.0, 18.0], Xt7MhTiN4D, 6457686]
[website-link, [905.0, 2134.0, 728.0, 18.0], Xt7MhTiN4D, 6457686]
