[1755, 1241]
[paragraph, [173.0, 246.0, 442.0, 36.0], QonmTm9qYM, 5705148]
[paragraph, [173.0, 282.0, 442.0, 36.0], QonmTm9qYM, 5705148]
[paragraph, [173.0, 318.0, 442.0, 36.0], QonmTm9qYM, 5705148]
[paragraph, [173.0, 354.0, 442.0, 36.0], QonmTm9qYM, 5705148]
[paragraph, [173.0, 390.0, 442.0, 36.0], QonmTm9qYM, 5705148]
[paragraph, [173.0, 426.0, 442.0, 36.0], QonmTm9qYM, 5705148]
[paragraph, [173.0, 462.0, 442.0, 36.0], QonmTm9qYM, 5705148]
[paragraph, [173.0, 498.0, 442.0, 36.0], QonmTm9qYM, 5705148]
[paragraph, [173.0, 534.0, 442.0, 36.0], QonmTm9qYM, 5705148]
[paragraph, [173.0, 570.0, 442.0, 36.0], QonmTm9qYM, 5705148]
[paragraph, [629.0, 251.0, 426.0, 36.0], shoonya_0sV1BGKEX93RSA, 5705148]
[paragraph, [629.0, 287.0, 426.0, 36.0], shoonya_0sV1BGKEX93RSA, 5705148]
[paragraph, [629.0, 323.0, 426.0, 36.0], shoonya_0sV1BGKEX93RSA, 5705148]
[paragraph, [629.0, 359.0, 426.0, 36.0], shoonya_0sV1BGKEX93RSA, 5705148]
[paragraph, [629.0, 395.0, 426.0, 36.0], shoonya_0sV1BGKEX93RSA, 5705148]
[paragraph, [629.0, 431.0, 426.0, 36.0], shoonya_0sV1BGKEX93RSA, 5705148]
[paragraph, [629.0, 467.0, 426.0, 36.0], shoonya_0sV1BGKEX93RSA, 5705148]
[paragraph, [629.0, 503.0, 426.0, 36.0], shoonya_0sV1BGKEX93RSA, 5705148]
[paragraph, [629.0, 539.0, 426.0, 36.0], shoonya_0sV1BGKEX93RSA, 5705148]
[paragraph, [629.0, 575.0, 426.0, 36.0], shoonya_0sV1BGKEX93RSA, 5705148]
[paragraph, [631.0, 635.0, 420.0, 36.0], shoonya_1sKPU5QODT0EB2, 5705148]
[paragraph, [631.0, 671.0, 420.0, 36.0], shoonya_1sKPU5QODT0EB2, 5705148]
[paragraph, [631.0, 707.0, 420.0, 36.0], shoonya_1sKPU5QODT0EB2, 5705148]
[paragraph, [631.0, 743.0, 420.0, 36.0], shoonya_1sKPU5QODT0EB2, 5705148]
[paragraph, [180.0, 645.0, 430.0, 36.0], shoonya_3sD5L4BL32LK26, 5705148]
[paragraph, [180.0, 681.0, 430.0, 36.0], shoonya_3sD5L4BL32LK26, 5705148]
[paragraph, [180.0, 717.0, 430.0, 36.0], shoonya_3sD5L4BL32LK26, 5705148]
[paragraph, [180.0, 753.0, 430.0, 36.0], shoonya_3sD5L4BL32LK26, 5705148]
[paragraph, [180.0, 789.0, 430.0, 36.0], shoonya_3sD5L4BL32LK26, 5705148]
[paragraph, [180.0, 825.0, 430.0, 36.0], shoonya_3sD5L4BL32LK26, 5705148]
[paragraph, [180.0, 861.0, 430.0, 36.0], shoonya_3sD5L4BL32LK26, 5705148]
[paragraph, [180.0, 897.0, 430.0, 36.0], shoonya_3sD5L4BL32LK26, 5705148]
[paragraph, [180.0, 933.0, 430.0, 36.0], shoonya_3sD5L4BL32LK26, 5705148]
[paragraph, [627.0, 784.0, 425.0, 36.0], shoonya_2s05N5L6L2JRUC, 5705148]
[paragraph, [627.0, 820.0, 425.0, 36.0], shoonya_2s05N5L6L2JRUC, 5705148]
[paragraph, [627.0, 856.0, 425.0, 36.0], shoonya_2s05N5L6L2JRUC, 5705148]
[paragraph, [627.0, 892.0, 425.0, 36.0], shoonya_2s05N5L6L2JRUC, 5705148]
[paragraph, [627.0, 928.0, 425.0, 36.0], shoonya_2s05N5L6L2JRUC, 5705148]
[paragraph, [627.0, 964.0, 425.0, 36.0], shoonya_2s05N5L6L2JRUC, 5705148]
[paragraph, [183.0, 994.0, 424.0, 36.0], shoonya_4sM5VIWYD6O1LH, 5705148]
[paragraph, [183.0, 1030.0, 424.0, 36.0], shoonya_4sM5VIWYD6O1LH, 5705148]
[paragraph, [183.0, 1066.0, 424.0, 36.0], shoonya_4sM5VIWYD6O1LH, 5705148]
[paragraph, [183.0, 1102.0, 424.0, 36.0], shoonya_4sM5VIWYD6O1LH, 5705148]
[paragraph, [626.0, 1021.0, 424.0, 36.0], shoonya_5sTKKU76XERKT3, 5705148]
[paragraph, [626.0, 1057.0, 424.0, 36.0], shoonya_5sTKKU76XERKT3, 5705148]
[paragraph, [626.0, 1093.0, 424.0, 36.0], shoonya_5sTKKU76XERKT3, 5705148]
[paragraph, [626.0, 1129.0, 424.0, 36.0], shoonya_5sTKKU76XERKT3, 5705148]
[paragraph, [626.0, 1165.0, 424.0, 36.0], shoonya_5sTKKU76XERKT3, 5705148]
[paragraph, [172.0, 1142.0, 438.0, 36.0], shoonya_8sB8T718WBG3ZF, 5705148]
[paragraph, [172.0, 1178.0, 438.0, 36.0], shoonya_8sB8T718WBG3ZF, 5705148]
[paragraph, [172.0, 1214.0, 438.0, 36.0], shoonya_8sB8T718WBG3ZF, 5705148]
[paragraph, [172.0, 1250.0, 438.0, 36.0], shoonya_8sB8T718WBG3ZF, 5705148]
[paragraph, [172.0, 1286.0, 438.0, 36.0], shoonya_8sB8T718WBG3ZF, 5705148]
[paragraph, [172.0, 1322.0, 438.0, 36.0], shoonya_8sB8T718WBG3ZF, 5705148]
[paragraph, [172.0, 1358.0, 438.0, 36.0], shoonya_8sB8T718WBG3ZF, 5705148]
[paragraph, [628.0, 1228.0, 432.0, 36.0], shoonya_7sAS9OCSAAT8DT, 5705148]
[paragraph, [628.0, 1264.0, 432.0, 36.0], shoonya_7sAS9OCSAAT8DT, 5705148]
[paragraph, [628.0, 1300.0, 432.0, 36.0], shoonya_7sAS9OCSAAT8DT, 5705148]
[paragraph, [628.0, 1336.0, 432.0, 36.0], shoonya_7sAS9OCSAAT8DT, 5705148]
[paragraph, [628.0, 1372.0, 432.0, 36.0], shoonya_7sAS9OCSAAT8DT, 5705148]
[paragraph, [628.0, 1408.0, 432.0, 36.0], shoonya_7sAS9OCSAAT8DT, 5705148]
[paragraph, [180.0, 1411.0, 430.0, 36.0], FRPZ1WlKUr, 5705148]
[website-link, [141.0, 1540.0, 305.0, 18.0], Ufk_SY58ha, 5705148]
