[792, 612]
[paragraph, [49.0, 88.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 106.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 124.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 142.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 160.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 178.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 196.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 214.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 232.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 250.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 268.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 286.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 304.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 322.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 340.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 358.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [49.0, 376.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [229.0, 88.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 106.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 124.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 142.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 160.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 178.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 196.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 214.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 232.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 250.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 268.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 286.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 304.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 322.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 340.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 358.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 376.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 394.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 412.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 430.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 448.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 466.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 484.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 502.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 520.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
