[3300, 2550]
[paragraph, [271.0, 252.0, 2033.0, 52.5], shoonya_1sA7RRBWTUVKN9, 5719893]
[paragraph, [271.0, 304.5, 2033.0, 52.5], shoonya_1sA7RRBWTUVKN9, 5719893]
[paragraph, [271.0, 357.0, 2033.0, 52.5], shoonya_1sA7RRBWTUVKN9, 5719893]
[paragraph, [271.0, 409.5, 2033.0, 52.5], shoonya_1sA7RRBWTUVKN9, 5719893]
[paragraph, [271.0, 462.0, 2033.0, 52.5], shoonya_1sA7RRBWTUVKN9, 5719893]
[paragraph, [271.0, 514.5, 2033.0, 52.5], shoonya_1sA7RRBWTUVKN9, 5719893]
[paragraph, [271.0, 567.0, 2033.0, 52.5], shoonya_1sA7RRBWTUVKN9, 5719893]
[paragraph, [239.0, 644.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 696.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 749.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 801.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 854.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 906.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 959.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1011.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1064.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1116.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1169.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1221.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1274.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1326.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1379.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1431.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1484.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1536.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1589.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1641.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1694.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1746.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1799.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1851.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1904.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 1956.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2009.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2061.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2114.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2166.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2219.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2271.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2324.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2376.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2429.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2481.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2534.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2586.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2639.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2691.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2744.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2796.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2849.0, 2042.0, 52.5], yeDE_kT5CL, 5719893]
[paragraph, [239.0, 2901.5, 2042.0, 52.5], yeDE_kT5CL, 5719893]
