[1492, 1000]
[folio, [418.0, 154.0, 200.0, 18.0], gX9K-saoVA, 5720229]
[paragraph, [290.0, 211.0, 491.0, 18.0], shoonya_1s5TN5MZMZKCHU, 5720229]
[paragraph, [290.0, 229.0, 491.0, 18.0], shoonya_1s5TN5MZMZKCHU, 5720229]
[paragraph, [290.0, 247.0, 491.0, 18.0], shoonya_1s5TN5MZMZKCHU, 5720229]
[paragraph, [290.0, 265.0, 491.0, 18.0], shoonya_1s5TN5MZMZKCHU, 5720229]
[paragraph, [290.0, 283.0, 491.0, 18.0], shoonya_1s5TN5MZMZKCHU, 5720229]
[paragraph, [290.0, 301.0, 491.0, 18.0], shoonya_1s5TN5MZMZKCHU, 5720229]
[paragraph, [290.0, 319.0, 491.0, 18.0], shoonya_1s5TN5MZMZKCHU, 5720229]
[paragraph, [290.0, 337.0, 491.0, 18.0], shoonya_1s5TN5MZMZKCHU, 5720229]
[paragraph, [290.0, 355.0, 491.0, 18.0], shoonya_1s5TN5MZMZKCHU, 5720229]
[paragraph, [158.0, 370.0, 720.0, 18.0], 3cUKdap1SD, 5720229]
[paragraph, [158.0, 388.0, 720.0, 18.0], 3cUKdap1SD, 5720229]
[paragraph, [158.0, 406.0, 720.0, 18.0], 3cUKdap1SD, 5720229]
[paragraph, [158.0, 424.0, 720.0, 18.0], 3cUKdap1SD, 5720229]
[paragraph, [294.0, 449.0, 477.0, 18.0], sI1YGnDOOG, 5720229]
[paragraph, [294.0, 467.0, 477.0, 18.0], sI1YGnDOOG, 5720229]
[paragraph, [294.0, 485.0, 477.0, 18.0], sI1YGnDOOG, 5720229]
[paragraph, [294.0, 503.0, 477.0, 18.0], sI1YGnDOOG, 5720229]
[paragraph, [294.0, 521.0, 477.0, 18.0], sI1YGnDOOG, 5720229]
[paragraph, [294.0, 539.0, 477.0, 18.0], sI1YGnDOOG, 5720229]
[paragraph, [294.0, 557.0, 477.0, 18.0], sI1YGnDOOG, 5720229]
[paragraph, [294.0, 575.0, 477.0, 18.0], sI1YGnDOOG, 5720229]
[paragraph, [307.0, 642.0, 505.0, 18.0], XX6KD6FGkR, 5720229]
[paragraph, [307.0, 660.0, 505.0, 18.0], XX6KD6FGkR, 5720229]
[paragraph, [307.0, 678.0, 505.0, 18.0], XX6KD6FGkR, 5720229]
[paragraph, [307.0, 696.0, 505.0, 18.0], XX6KD6FGkR, 5720229]
[paragraph, [307.0, 714.0, 505.0, 18.0], XX6KD6FGkR, 5720229]
[paragraph, [307.0, 732.0, 505.0, 18.0], XX6KD6FGkR, 5720229]
[paragraph, [307.0, 750.0, 505.0, 18.0], XX6KD6FGkR, 5720229]
[paragraph, [307.0, 768.0, 505.0, 18.0], XX6KD6FGkR, 5720229]
[paragraph, [307.0, 786.0, 505.0, 18.0], XX6KD6FGkR, 5720229]
[paragraph, [152.0, 803.0, 730.0, 18.0], gOwXS057zX, 5720229]
[paragraph, [152.0, 821.0, 730.0, 18.0], gOwXS057zX, 5720229]
[paragraph, [152.0, 839.0, 730.0, 18.0], gOwXS057zX, 5720229]
[paragraph, [152.0, 857.0, 730.0, 18.0], gOwXS057zX, 5720229]
[paragraph, [152.0, 875.0, 730.0, 18.0], gOwXS057zX, 5720229]
[paragraph, [152.0, 893.0, 730.0, 18.0], gOwXS057zX, 5720229]
[paragraph, [152.0, 911.0, 730.0, 18.0], gOwXS057zX, 5720229]
[paragraph, [152.0, 929.0, 730.0, 18.0], gOwXS057zX, 5720229]
[paragraph, [152.0, 947.0, 730.0, 18.0], gOwXS057zX, 5720229]
[paragraph, [152.0, 965.0, 730.0, 18.0], gOwXS057zX, 5720229]
[paragraph, [152.0, 983.0, 730.0, 18.0], gOwXS057zX, 5720229]
[paragraph, [147.0, 1007.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1025.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1043.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1061.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1079.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1097.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1115.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1133.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1151.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1169.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1187.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1205.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1223.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1241.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1259.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1277.0, 734.0, 18.0], io0YUH4G84, 5720229]
[paragraph, [147.0, 1295.0, 734.0, 18.0], io0YUH4G84, 5720229]
