[1601, 1158]
[section-title, [206.0, 129.0, 767.0, 49.5], shoonya_4s446JX8I1CDA6, 5695513]
[section-title, [206.0, 178.5, 767.0, 49.5], shoonya_4s446JX8I1CDA6, 5695513]
[paragraph, [600.0, 262.0, 440.0, 36.0], shoonya_8sHN3EYHO4518Y, 5695513]
[paragraph, [141.0, 267.0, 441.0, 36.0], shoonya_1sUFZFRI1KS6ML, 5695513]
[paragraph, [141.0, 303.0, 441.0, 36.0], shoonya_1sUFZFRI1KS6ML, 5695513]
[paragraph, [141.0, 339.0, 441.0, 36.0], shoonya_1sUFZFRI1KS6ML, 5695513]
[paragraph, [141.0, 375.0, 441.0, 36.0], shoonya_1sUFZFRI1KS6ML, 5695513]
[paragraph, [141.0, 411.0, 441.0, 36.0], shoonya_1sUFZFRI1KS6ML, 5695513]
[paragraph, [141.0, 447.0, 441.0, 36.0], shoonya_1sUFZFRI1KS6ML, 5695513]
[paragraph, [595.0, 332.0, 450.0, 36.0], shoonya_2sRE6ZYQMMPJR1, 5695513]
[paragraph, [595.0, 368.0, 450.0, 36.0], shoonya_2sRE6ZYQMMPJR1, 5695513]
[paragraph, [595.0, 404.0, 450.0, 36.0], shoonya_2sRE6ZYQMMPJR1, 5695513]
[paragraph, [595.0, 440.0, 450.0, 36.0], shoonya_2sRE6ZYQMMPJR1, 5695513]
[paragraph, [595.0, 476.0, 450.0, 36.0], shoonya_2sRE6ZYQMMPJR1, 5695513]
[paragraph, [143.0, 490.0, 438.0, 36.0], shoonya_5sVT9ZD1215O3P, 5695513]
[paragraph, [143.0, 526.0, 438.0, 36.0], shoonya_5sVT9ZD1215O3P, 5695513]
[paragraph, [143.0, 562.0, 438.0, 36.0], shoonya_5sVT9ZD1215O3P, 5695513]
[paragraph, [600.0, 524.0, 446.0, 36.0], shoonya_3sJMT6HI2PXDPW, 5695513]
[paragraph, [600.0, 560.0, 446.0, 36.0], shoonya_3sJMT6HI2PXDPW, 5695513]
[paragraph, [600.0, 596.0, 446.0, 36.0], shoonya_3sJMT6HI2PXDPW, 5695513]
[paragraph, [600.0, 632.0, 446.0, 36.0], shoonya_3sJMT6HI2PXDPW, 5695513]
[paragraph, [600.0, 668.0, 446.0, 36.0], shoonya_3sJMT6HI2PXDPW, 5695513]
[paragraph, [600.0, 704.0, 446.0, 36.0], shoonya_3sJMT6HI2PXDPW, 5695513]
[paragraph, [600.0, 740.0, 446.0, 36.0], shoonya_3sJMT6HI2PXDPW, 5695513]
[paragraph, [146.0, 616.0, 433.0, 36.0], auGbQho9xn, 5695513]
[paragraph, [139.0, 687.0, 441.0, 36.0], shoonya_6sOJE6PVB7U9AL, 5695513]
[paragraph, [139.0, 723.0, 441.0, 36.0], shoonya_6sOJE6PVB7U9AL, 5695513]
[paragraph, [595.0, 775.0, 446.0, 36.0], d778BmSfTs, 5695513]
[paragraph, [595.0, 811.0, 446.0, 36.0], d778BmSfTs, 5695513]
[paragraph, [595.0, 847.0, 446.0, 36.0], d778BmSfTs, 5695513]
[paragraph, [134.0, 785.0, 452.0, 36.0], KVDpIZX5n2, 5695513]
[paragraph, [134.0, 821.0, 452.0, 36.0], KVDpIZX5n2, 5695513]
[paragraph, [134.0, 857.0, 452.0, 36.0], KVDpIZX5n2, 5695513]
[folio, [61.0, 1011.0, 56.0, 36.0], qJWQSgBcjB, 5695513]
