[2339, 1653]
[placeholder-text, [78.0, 480.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 498.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 516.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 534.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 552.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 570.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 588.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 606.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 624.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 642.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 660.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 678.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 696.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 714.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 732.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 750.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 768.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 786.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 804.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 822.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 840.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 858.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 876.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 894.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 912.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 930.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 948.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 966.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 984.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 1002.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 1020.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [78.0, 1038.0, 1465.0, 18.0], shoonya_0s6LO0IQDHOVB6, 5689383]
[placeholder-text, [79.0, 1357.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1375.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1393.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1411.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1429.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1447.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1465.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1483.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1501.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1519.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1537.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1555.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1573.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1591.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1609.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1627.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1645.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1663.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1681.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1699.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1717.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1735.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1753.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1771.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1789.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1807.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1825.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1843.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1861.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1879.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1897.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[placeholder-text, [79.0, 1915.0, 1458.0, 18.0], shoonya_30sI3MILAJF99O, 5689383]
[folio, [1305.0, 1998.0, 99.0, 36.0], shoonya_14sVG8MIK38LN9, 5689383]
[folio, [247.0, 1999.0, 103.0, 36.0], shoonya_28sHBZ31PJ3B0A, 5689383]
