[3300, 2550]
[ordered-list, [337.0, 275.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 327.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 380.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 432.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 485.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 537.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 590.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 642.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 695.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 747.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 800.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 852.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 905.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 957.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1010.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1062.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1115.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1167.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1220.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1272.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1325.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1377.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1430.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1482.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1535.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1587.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1640.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1692.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1745.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1797.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1850.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1902.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 1955.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2007.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2060.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2112.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2165.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2217.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2270.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2322.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2375.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2427.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2480.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2532.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2585.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2637.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2690.0, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
[ordered-list, [337.0, 2742.5, 1956.0, 52.5], shoonya_0sWPID261UJ2KQ, 5720804]
