[1240, 898]
[chapter-title, [350.0, 29.0, 101.0, 30.0], shoonya_7s72JG1AJX53FJ, 5775847]
[paragraph, [109.0, 61.0, 217.0, 18.0], shoonya_10sDUAOVNLK5ZR, 5775847]
[paragraph, [89.0, 93.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 111.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 129.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 147.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 165.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 183.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 201.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 219.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 237.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 255.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 273.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 291.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 309.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 327.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 345.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 363.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 381.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [89.0, 399.0, 627.0, 18.0], shoonya_0sS6PYK9SI5AFM, 5775847]
[paragraph, [94.0, 419.0, 624.0, 18.0], shoonya_5sNY2C8XLEDCN3, 5775847]
[paragraph, [94.0, 437.0, 624.0, 18.0], shoonya_5sNY2C8XLEDCN3, 5775847]
[paragraph, [95.0, 470.0, 622.0, 18.0], shoonya_4sMZW491AER2MO, 5775847]
[paragraph, [95.0, 488.0, 622.0, 18.0], shoonya_4sMZW491AER2MO, 5775847]
[paragraph, [95.0, 506.0, 622.0, 18.0], shoonya_4sMZW491AER2MO, 5775847]
[paragraph, [95.0, 524.0, 622.0, 18.0], shoonya_4sMZW491AER2MO, 5775847]
[paragraph, [95.0, 542.0, 622.0, 18.0], shoonya_4sMZW491AER2MO, 5775847]
[paragraph, [116.0, 569.0, 196.0, 18.0], shoonya_6sJ31AYTU2FOLV, 5775847]
[paragraph, [96.0, 594.0, 625.0, 18.0], shoonya_1sM6RHOSXDCDKU, 5775847]
[paragraph, [96.0, 612.0, 625.0, 18.0], shoonya_1sM6RHOSXDCDKU, 5775847]
[paragraph, [96.0, 630.0, 625.0, 18.0], shoonya_1sM6RHOSXDCDKU, 5775847]
[paragraph, [96.0, 648.0, 625.0, 18.0], shoonya_1sM6RHOSXDCDKU, 5775847]
[paragraph, [96.0, 666.0, 625.0, 18.0], shoonya_1sM6RHOSXDCDKU, 5775847]
[paragraph, [96.0, 684.0, 625.0, 18.0], shoonya_1sM6RHOSXDCDKU, 5775847]
[paragraph, [96.0, 702.0, 625.0, 18.0], shoonya_1sM6RHOSXDCDKU, 5775847]
[paragraph, [96.0, 720.0, 625.0, 18.0], shoonya_1sM6RHOSXDCDKU, 5775847]
[paragraph, [97.0, 745.0, 627.0, 18.0], shoonya_2sVVSSEHPPAZG2, 5775847]
[paragraph, [97.0, 763.0, 627.0, 18.0], shoonya_2sVVSSEHPPAZG2, 5775847]
[paragraph, [97.0, 781.0, 627.0, 18.0], shoonya_2sVVSSEHPPAZG2, 5775847]
[paragraph, [97.0, 799.0, 627.0, 18.0], shoonya_2sVVSSEHPPAZG2, 5775847]
[paragraph, [97.0, 819.0, 627.0, 18.0], shoonya_3sSA1F8MSW70A6, 5775847]
[paragraph, [97.0, 837.0, 627.0, 18.0], shoonya_3sSA1F8MSW70A6, 5775847]
[paragraph, [97.0, 855.0, 627.0, 18.0], shoonya_3sSA1F8MSW70A6, 5775847]
[paragraph, [97.0, 873.0, 627.0, 18.0], shoonya_3sSA1F8MSW70A6, 5775847]
[paragraph, [97.0, 891.0, 627.0, 18.0], shoonya_3sSA1F8MSW70A6, 5775847]
[paragraph, [97.0, 909.0, 627.0, 18.0], shoonya_3sSA1F8MSW70A6, 5775847]
[paragraph, [97.0, 927.0, 627.0, 18.0], shoonya_3sSA1F8MSW70A6, 5775847]
[paragraph, [97.0, 945.0, 627.0, 18.0], shoonya_3sSA1F8MSW70A6, 5775847]
[paragraph, [97.0, 963.0, 627.0, 18.0], shoonya_3sSA1F8MSW70A6, 5775847]
[paragraph, [97.0, 981.0, 627.0, 18.0], shoonya_3sSA1F8MSW70A6, 5775847]
[paragraph, [97.0, 999.0, 627.0, 18.0], shoonya_3sSA1F8MSW70A6, 5775847]
[paragraph, [98.0, 1021.0, 628.0, 18.0], shoonya_9s45I5MI7FFV2P, 5775847]
[paragraph, [98.0, 1039.0, 628.0, 18.0], shoonya_9s45I5MI7FFV2P, 5775847]
[paragraph, [98.0, 1057.0, 628.0, 18.0], shoonya_9s45I5MI7FFV2P, 5775847]
