[1754, 1241]
[ordered-list, [107.0, 103.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 139.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 175.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 211.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 247.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 283.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 319.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 355.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 391.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 427.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 463.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 499.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 535.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 571.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 607.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 643.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 679.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[ordered-list, [107.0, 715.0, 1043.0, 36.0], 6JsRDrX2m7, 5708936]
[section-title, [97.0, 768.0, 900.0, 49.5], shoonya_0sN6ZKHV0ZPX1G, 5708936]
[paragraph, [380.0, 837.0, 482.0, 36.0], NsTS_OdF4g, 5708936]
[paragraph, [380.0, 873.0, 482.0, 36.0], NsTS_OdF4g, 5708936]
[paragraph, [380.0, 909.0, 482.0, 36.0], NsTS_OdF4g, 5708936]
[paragraph, [108.0, 1082.0, 1022.0, 36.0], _AHt2LRVWJ, 5708936]
[paragraph, [108.0, 1118.0, 1022.0, 36.0], _AHt2LRVWJ, 5708936]
[paragraph, [108.0, 1154.0, 1022.0, 36.0], _AHt2LRVWJ, 5708936]
[paragraph, [108.0, 1190.0, 1022.0, 36.0], _AHt2LRVWJ, 5708936]
[paragraph, [108.0, 1226.0, 1022.0, 36.0], _AHt2LRVWJ, 5708936]
[paragraph, [108.0, 1262.0, 1022.0, 36.0], _AHt2LRVWJ, 5708936]
[paragraph, [108.0, 1298.0, 1022.0, 36.0], _AHt2LRVWJ, 5708936]
[paragraph, [108.0, 1334.0, 1022.0, 36.0], _AHt2LRVWJ, 5708936]
[paragraph, [108.0, 1370.0, 1022.0, 36.0], _AHt2LRVWJ, 5708936]
[paragraph, [108.0, 1406.0, 1022.0, 36.0], _AHt2LRVWJ, 5708936]
[paragraph, [108.0, 1442.0, 1022.0, 36.0], _AHt2LRVWJ, 5708936]
[paragraph, [108.0, 1491.0, 1022.0, 36.0], Pq8qdXnTz3, 5708936]
[paragraph, [108.0, 1527.0, 1022.0, 36.0], Pq8qdXnTz3, 5708936]
[paragraph, [108.0, 1563.0, 1022.0, 36.0], Pq8qdXnTz3, 5708936]
