[2806, 1983]
[paragraph, [217.0, 231.0, 1546.0, 46.5], shoonya_0sQOWXQ3KZTPBT, 5682777]
[paragraph, [217.0, 277.5, 1546.0, 46.5], shoonya_0sQOWXQ3KZTPBT, 5682777]
[paragraph, [217.0, 324.0, 1546.0, 46.5], shoonya_0sQOWXQ3KZTPBT, 5682777]
[paragraph, [217.0, 370.5, 1546.0, 46.5], shoonya_0sQOWXQ3KZTPBT, 5682777]
[paragraph, [217.0, 417.0, 1546.0, 46.5], shoonya_0sQOWXQ3KZTPBT, 5682777]
[paragraph, [217.0, 463.5, 1546.0, 46.5], shoonya_0sQOWXQ3KZTPBT, 5682777]
[paragraph, [217.0, 510.0, 1546.0, 46.5], shoonya_0sQOWXQ3KZTPBT, 5682777]
[paragraph, [217.0, 556.5, 1546.0, 46.5], shoonya_0sQOWXQ3KZTPBT, 5682777]
[paragraph, [217.0, 603.0, 1546.0, 46.5], shoonya_0sQOWXQ3KZTPBT, 5682777]
[paragraph, [205.0, 753.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 799.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 846.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 892.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 939.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 985.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1032.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1078.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1125.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1171.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1218.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1264.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1311.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1357.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1404.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1450.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1497.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1543.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1590.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1636.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1683.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1729.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1776.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1822.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1869.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1915.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 1962.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 2008.5, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
[paragraph, [205.0, 2055.0, 1565.0, 46.5], 5F1BkfiWVO, 5682777]
