[1787, 1218]
[paragraph, [105.0, 94.0, 1001.0, 36.0], 2ETKYKYSJg, 5652049]
[paragraph, [105.0, 130.0, 1001.0, 36.0], 2ETKYKYSJg, 5652049]
[paragraph, [116.0, 180.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 216.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 252.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 288.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 324.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 360.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 396.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 432.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 468.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 504.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 540.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 576.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 612.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 648.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 684.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 720.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 756.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [116.0, 792.0, 868.0, 36.0], shoonya_1s0DMKEWM2IXTG, 5652049]
[paragraph, [112.0, 845.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 881.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 917.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 953.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 989.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1025.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1061.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1097.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1133.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1169.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1205.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1241.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1277.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1313.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1349.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1385.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1421.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1457.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1493.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1529.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[paragraph, [112.0, 1565.0, 1013.0, 36.0], shoonya_0sVSAS75WAEFKJ, 5652049]
[footnote, [464.0, 1633.0, 226.0, 36.0], 6Wlw6TTENI, 5652049]
