[1755, 1241]
[folio, [532.0, 189.0, 127.0, 36.0], g5a8hhRDQZ, 5711062]
[ordered-list, [169.0, 299.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [169.0, 335.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [169.0, 371.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [169.0, 407.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [169.0, 443.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [169.0, 479.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [169.0, 515.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [169.0, 551.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [169.0, 587.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [169.0, 623.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [169.0, 659.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [169.0, 695.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [169.0, 731.0, 845.0, 36.0], 284ZhncASq, 5711062]
[ordered-list, [146.0, 802.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 838.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 874.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 910.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 946.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 982.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1018.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1054.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1090.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1126.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1162.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1198.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1234.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1270.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1306.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1342.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1378.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1414.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1450.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1486.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1522.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[ordered-list, [146.0, 1558.0, 860.0, 36.0], shoonya_0sUYEJ3EJWQWR9, 5711062]
[sub-ordered-list, [259.0, 802.0, 497.0, 36.0], Cv2pBpJaGU, 5711062]
[sub-ordered-list, [259.0, 838.0, 497.0, 36.0], Cv2pBpJaGU, 5711062]
[sub-ordered-list, [259.0, 874.0, 497.0, 36.0], Cv2pBpJaGU, 5711062]
[sub-ordered-list, [259.0, 910.0, 497.0, 36.0], Cv2pBpJaGU, 5711062]
[sub-ordered-list, [259.0, 946.0, 497.0, 36.0], Cv2pBpJaGU, 5711062]
[sub-ordered-list, [254.0, 1022.0, 604.0, 36.0], JvK3KMnyib, 5711062]
[sub-ordered-list, [254.0, 1058.0, 604.0, 36.0], JvK3KMnyib, 5711062]
[sub-ordered-list, [254.0, 1094.0, 604.0, 36.0], JvK3KMnyib, 5711062]
[sub-ordered-list, [254.0, 1130.0, 604.0, 36.0], JvK3KMnyib, 5711062]
[sub-ordered-list, [254.0, 1166.0, 604.0, 36.0], JvK3KMnyib, 5711062]
[sub-ordered-list, [265.0, 1230.0, 592.0, 36.0], AF-EA53wIZ, 5711062]
[sub-ordered-list, [265.0, 1266.0, 592.0, 36.0], AF-EA53wIZ, 5711062]
[sub-ordered-list, [268.0, 1308.0, 730.0, 36.0], OCWy64IiIX, 5711062]
[sub-ordered-list, [268.0, 1344.0, 730.0, 36.0], OCWy64IiIX, 5711062]
[sub-ordered-list, [249.0, 1388.0, 701.0, 36.0], jpBlKqwOz5, 5711062]
[sub-ordered-list, [249.0, 1424.0, 701.0, 36.0], jpBlKqwOz5, 5711062]
[sub-ordered-list, [249.0, 1460.0, 701.0, 36.0], jpBlKqwOz5, 5711062]
[sub-ordered-list, [249.0, 1496.0, 701.0, 36.0], jpBlKqwOz5, 5711062]
[sub-ordered-list, [249.0, 1532.0, 701.0, 36.0], jpBlKqwOz5, 5711062]
