[3509, 2480]
[section-title, [1035.0, 406.0, 421.0, 93.0], jniRCAB9SD, 5724253]
[paragraph, [355.0, 647.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 699.5, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 752.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 804.5, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 857.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 909.5, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 962.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1014.5, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1067.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1119.5, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1172.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1224.5, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1277.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1329.5, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1382.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1434.5, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1487.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1539.5, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1592.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1644.5, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1697.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1749.5, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1802.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1854.5, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [355.0, 1907.0, 1780.0, 52.5], shoonya_1sZVK5NIRLG1HO, 5724253]
[paragraph, [365.0, 1997.0, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[paragraph, [365.0, 2049.5, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[paragraph, [365.0, 2102.0, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[paragraph, [365.0, 2154.5, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[paragraph, [365.0, 2207.0, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[paragraph, [365.0, 2259.5, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[paragraph, [365.0, 2312.0, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[paragraph, [365.0, 2364.5, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[paragraph, [365.0, 2417.0, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[paragraph, [365.0, 2469.5, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[paragraph, [365.0, 2522.0, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[paragraph, [365.0, 2574.5, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[paragraph, [365.0, 2627.0, 1754.0, 52.5], shoonya_0s257VY4PH1ZEI, 5724253]
[author, [1618.0, 2861.0, 502.0, 52.5], o_ZsovQmdT, 5724253]
