[1191, 842]
[sidebar, [1.0, 0.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 18.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 36.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 54.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 72.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 90.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 108.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 126.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 144.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 162.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 180.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 198.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 216.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 234.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 252.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 270.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 288.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 306.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 324.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 342.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 360.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 378.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 396.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 414.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 432.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 450.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 468.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 486.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[sidebar, [1.0, 504.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[paragraph, [297.0, 58.0, 244.0, 18.0], shoonya_5sRPI2ENFZURUC, 5763173]
[paragraph, [297.0, 76.0, 244.0, 18.0], shoonya_5sRPI2ENFZURUC, 5763173]
[paragraph, [297.0, 94.0, 244.0, 18.0], shoonya_5sRPI2ENFZURUC, 5763173]
[paragraph, [297.0, 112.0, 244.0, 18.0], shoonya_5sRPI2ENFZURUC, 5763173]
[paragraph, [297.0, 130.0, 244.0, 18.0], shoonya_5sRPI2ENFZURUC, 5763173]
[paragraph, [297.0, 148.0, 244.0, 18.0], shoonya_5sRPI2ENFZURUC, 5763173]
[paragraph, [297.0, 166.0, 244.0, 18.0], shoonya_5sRPI2ENFZURUC, 5763173]
[paragraph, [297.0, 184.0, 244.0, 18.0], shoonya_5sRPI2ENFZURUC, 5763173]
[flag, [8.0, 81.0, 258.0, 18.0], DTtBP8lK4j, 5763173]
[flag, [8.0, 99.0, 258.0, 18.0], DTtBP8lK4j, 5763173]
[headline, [15.0, 134.0, 248.0, 25.5], ORqdcG3WaB, 5763173]
[headline, [15.0, 159.5, 248.0, 25.5], ORqdcG3WaB, 5763173]
[paragraph, [13.0, 219.0, 246.0, 18.0], uBKAsyuFMF, 5763173]
[section-title, [294.0, 226.0, 181.0, 30.0], TVg2_08tEr, 5763173]
[unordered-list, [565.0, 246.0, 234.0, 18.0], 6EJmiLBs7-, 5763173]
[unordered-list, [565.0, 264.0, 234.0, 18.0], 6EJmiLBs7-, 5763173]
[unordered-list, [565.0, 282.0, 234.0, 18.0], 6EJmiLBs7-, 5763173]
[unordered-list, [565.0, 300.0, 234.0, 18.0], 6EJmiLBs7-, 5763173]
[unordered-list, [565.0, 318.0, 234.0, 18.0], 6EJmiLBs7-, 5763173]
[unordered-list, [565.0, 336.0, 234.0, 18.0], 6EJmiLBs7-, 5763173]
[ordered-list, [293.0, 258.0, 246.0, 18.0], wsQuX9S9bT, 5763173]
[ordered-list, [293.0, 276.0, 246.0, 18.0], wsQuX9S9bT, 5763173]
[paragraph, [332.0, 360.0, 155.0, 18.0], Y0zRi7_JL9, 5763173]
[paragraph, [332.0, 378.0, 155.0, 18.0], Y0zRi7_JL9, 5763173]
[paragraph, [332.0, 396.0, 155.0, 18.0], Y0zRi7_JL9, 5763173]
