[1388, 886]
[folio, [666.0, 60.0, 194.0, 18.0], vc7nhANyKS, 5742090]
[folio, [666.0, 78.0, 194.0, 18.0], vc7nhANyKS, 5742090]
[folio, [377.0, 63.0, 130.0, 18.0], shoonya_0sZHXVJ5U69RD4, 5742090]
[paragraph, [34.0, 115.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 133.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 151.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 169.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 187.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 205.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 223.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 241.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 259.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 277.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 295.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 313.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 331.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 349.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [34.0, 367.0, 405.0, 18.0], YBZCr24LhT, 5742090]
[paragraph, [446.0, 117.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 135.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 153.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 171.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 189.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 207.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 225.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 243.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 261.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 279.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 297.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 315.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 333.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 351.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 369.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 387.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 405.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 423.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 441.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 459.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 477.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 495.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 513.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 531.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 549.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 567.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 585.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 603.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 621.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 639.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 657.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 675.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 693.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 711.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 729.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 747.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 765.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 783.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 801.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 819.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 837.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 855.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 873.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 891.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 909.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 927.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 945.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 963.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 981.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 999.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1017.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1035.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1053.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1071.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1089.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1107.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1125.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1143.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1161.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1179.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1197.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1215.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1233.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1251.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1269.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1287.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [446.0, 1305.0, 411.0, 18.0], klFf7Z0AFT, 5742090]
[paragraph, [14.0, 406.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 424.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 442.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 460.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 478.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 496.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 514.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 532.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 550.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 568.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
