[3060, 3960]
[headline, [55.0, 512.0, 1049.0, 52.5], shoonya_6sB3TOCTA7RXKJ, 5695376]
[headline, [55.0, 564.5, 1049.0, 52.5], shoonya_6sB3TOCTA7RXKJ, 5695376]
[unordered-list, [66.0, 738.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 790.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 843.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 895.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 948.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1000.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1053.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1105.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1158.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1210.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1263.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1315.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1368.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1420.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1473.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1525.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1578.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1630.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1683.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1735.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1788.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1840.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1893.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1945.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 1998.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 2050.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 2103.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 2155.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 2208.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 2260.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 2313.0, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[unordered-list, [66.0, 2365.5, 1254.0, 52.5], shoonya_7sL78IRRA7RV05, 5695376]
[folio, [821.0, 2500.0, 1527.0, 52.5], shoonya_5sERGPP1PLQ3KV, 5695376]
[folio, [821.0, 2552.5, 1527.0, 52.5], shoonya_5sERGPP1PLQ3KV, 5695376]
