[1320, 1176]
[folio, [943.0, 56.0, 160.0, 18.0], shoonya_5sL7HQBGF0UD1M, 5694062]
[folio, [943.0, 74.0, 160.0, 18.0], shoonya_5sL7HQBGF0UD1M, 5694062]
[folio, [943.0, 92.0, 160.0, 18.0], shoonya_5sL7HQBGF0UD1M, 5694062]
[folio, [943.0, 110.0, 160.0, 18.0], shoonya_5sL7HQBGF0UD1M, 5694062]
[folio, [943.0, 128.0, 160.0, 18.0], shoonya_5sL7HQBGF0UD1M, 5694062]
[folio, [943.0, 146.0, 160.0, 18.0], shoonya_5sL7HQBGF0UD1M, 5694062]
[paragraph, [762.0, 183.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 201.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 219.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 237.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 255.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 273.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 291.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 309.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 327.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 345.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 363.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 381.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 399.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 417.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 435.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 453.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 471.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 489.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 507.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 525.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 543.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 561.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 579.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 597.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 615.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 633.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 651.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 669.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 687.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 705.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 723.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 741.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 759.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 777.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 795.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 813.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 831.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 849.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 867.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 885.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 903.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 921.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[paragraph, [762.0, 939.0, 343.0, 18.0], shoonya_2sGOD14CJABGD6, 5694062]
[section-title, [110.0, 206.0, 617.0, 30.0], shoonya_1s9OY0SHWH1TQD, 5694062]
[section-title, [110.0, 236.0, 617.0, 30.0], shoonya_1s9OY0SHWH1TQD, 5694062]
[section-title, [110.0, 266.0, 617.0, 30.0], shoonya_1s9OY0SHWH1TQD, 5694062]
[section-title, [110.0, 296.0, 617.0, 30.0], shoonya_1s9OY0SHWH1TQD, 5694062]
[section-title, [110.0, 326.0, 617.0, 30.0], shoonya_1s9OY0SHWH1TQD, 5694062]
[author, [330.0, 365.0, 145.0, 18.0], shoonya_8sIICW5U6ZYLUF, 5694062]
[paragraph, [422.0, 401.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 419.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 437.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 455.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
