[1024, 771]
[contact-info, [477.0, 24.0, 189.0, 18.0], vMCQZzEIU6, 6473971]
[contact-info, [477.0, 42.0, 189.0, 18.0], vMCQZzEIU6, 6473971]
[contact-info, [477.0, 60.0, 189.0, 18.0], vMCQZzEIU6, 6473971]
[headline, [251.0, 46.0, 249.0, 25.5], _Qt7N2E8H4, 6473971]
[headline, [251.0, 71.5, 249.0, 25.5], _Qt7N2E8H4, 6473971]
[headline, [251.0, 97.0, 249.0, 25.5], _Qt7N2E8H4, 6473971]
[contact-info, [575.0, 121.0, 103.0, 18.0], lYzcgFfCru, 6473971]
[contact-info, [575.0, 139.0, 103.0, 18.0], lYzcgFfCru, 6473971]
[folio, [53.0, 145.0, 161.0, 18.0], 6S0IRtv_AH, 6473971]
[folio, [53.0, 163.0, 161.0, 18.0], 6S0IRtv_AH, 6473971]
[folio, [53.0, 181.0, 161.0, 18.0], 6S0IRtv_AH, 6473971]
[sub-headline, [103.0, 218.0, 582.0, 25.5], 0rVVjAApfc, 6473971]
[paragraph, [87.0, 271.0, 179.0, 18.0], ikMe-QqvAc, 6473971]
[paragraph, [63.0, 303.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 321.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 339.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 357.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 375.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 393.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 411.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 429.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 447.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 465.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 483.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 501.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 519.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 537.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 555.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 573.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 591.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[paragraph, [63.0, 609.0, 659.0, 18.0], shoonya_0s8RDTRDZ6BZIP, 6473971]
[contact-info, [547.0, 650.0, 135.0, 18.0], ah69EfMsTA, 6473971]
[contact-info, [547.0, 668.0, 135.0, 18.0], ah69EfMsTA, 6473971]
[contact-info, [56.0, 705.0, 613.0, 18.0], VcqB7FNo5G, 6473971]
[contact-info, [56.0, 723.0, 613.0, 18.0], VcqB7FNo5G, 6473971]
[contact-info, [56.0, 741.0, 613.0, 18.0], VcqB7FNo5G, 6473971]
[contact-info, [56.0, 759.0, 613.0, 18.0], VcqB7FNo5G, 6473971]
[footnote, [34.0, 924.0, 400.0, 18.0], tWFDMbu_KI, 6473971]
