[1425, 1088]
[section-title, [149.0, 101.0, 352.0, 30.0], DOoOoFh-hH, 5758775]
[paragraph, [159.0, 157.0, 807.0, 18.0], shoonya_8s35TNMYX8NXM8, 5758775]
[paragraph, [159.0, 175.0, 807.0, 18.0], shoonya_8s35TNMYX8NXM8, 5758775]
[paragraph, [159.0, 193.0, 807.0, 18.0], shoonya_8s35TNMYX8NXM8, 5758775]
[paragraph, [159.0, 211.0, 807.0, 18.0], shoonya_8s35TNMYX8NXM8, 5758775]
[paragraph, [159.0, 229.0, 807.0, 18.0], shoonya_8s35TNMYX8NXM8, 5758775]
[paragraph, [159.0, 247.0, 807.0, 18.0], shoonya_8s35TNMYX8NXM8, 5758775]
[paragraph, [159.0, 265.0, 807.0, 18.0], shoonya_8s35TNMYX8NXM8, 5758775]
[paragraph, [159.0, 283.0, 807.0, 18.0], shoonya_8s35TNMYX8NXM8, 5758775]
[paragraph, [159.0, 301.0, 807.0, 18.0], shoonya_8s35TNMYX8NXM8, 5758775]
[paragraph, [159.0, 319.0, 807.0, 18.0], shoonya_8s35TNMYX8NXM8, 5758775]
[sidebar, [664.0, 338.0, 298.0, 18.0], shoonya_11sVZ704U5GZ43, 5758775]
[section-title, [137.0, 385.0, 570.0, 30.0], shoonya_9s4F6SNLVMII85, 5758775]
[paragraph, [186.0, 434.0, 748.0, 18.0], shoonya_5s1PATN5OOEGZC, 5758775]
[paragraph, [186.0, 452.0, 748.0, 18.0], shoonya_5s1PATN5OOEGZC, 5758775]
[paragraph, [186.0, 470.0, 748.0, 18.0], shoonya_5s1PATN5OOEGZC, 5758775]
[paragraph, [186.0, 488.0, 748.0, 18.0], shoonya_5s1PATN5OOEGZC, 5758775]
[paragraph, [186.0, 506.0, 748.0, 18.0], shoonya_5s1PATN5OOEGZC, 5758775]
[paragraph, [186.0, 524.0, 748.0, 18.0], shoonya_5s1PATN5OOEGZC, 5758775]
[paragraph, [186.0, 542.0, 748.0, 18.0], shoonya_5s1PATN5OOEGZC, 5758775]
[paragraph, [186.0, 560.0, 748.0, 18.0], shoonya_5s1PATN5OOEGZC, 5758775]
[sidebar, [650.0, 594.0, 284.0, 18.0], Ibldrhl1LJ, 5758775]
[sidebar, [650.0, 612.0, 284.0, 18.0], Ibldrhl1LJ, 5758775]
[paragraph, [144.0, 648.0, 852.0, 18.0], shoonya_2sGWP44TNJT3FM, 5758775]
[paragraph, [144.0, 666.0, 852.0, 18.0], shoonya_2sGWP44TNJT3FM, 5758775]
[paragraph, [144.0, 684.0, 852.0, 18.0], shoonya_2sGWP44TNJT3FM, 5758775]
[paragraph, [144.0, 702.0, 852.0, 18.0], shoonya_2sGWP44TNJT3FM, 5758775]
[paragraph, [144.0, 720.0, 852.0, 18.0], shoonya_2sGWP44TNJT3FM, 5758775]
[paragraph, [144.0, 738.0, 852.0, 18.0], shoonya_2sGWP44TNJT3FM, 5758775]
[paragraph, [144.0, 756.0, 852.0, 18.0], shoonya_2sGWP44TNJT3FM, 5758775]
[paragraph, [144.0, 774.0, 852.0, 18.0], shoonya_2sGWP44TNJT3FM, 5758775]
[paragraph, [144.0, 792.0, 852.0, 18.0], shoonya_2sGWP44TNJT3FM, 5758775]
[paragraph, [144.0, 810.0, 852.0, 18.0], shoonya_2sGWP44TNJT3FM, 5758775]
[paragraph, [144.0, 828.0, 852.0, 18.0], shoonya_2sGWP44TNJT3FM, 5758775]
[sidebar, [688.0, 804.0, 265.0, 18.0], De2ezXwVAs, 5758775]
[sidebar, [688.0, 822.0, 265.0, 18.0], De2ezXwVAs, 5758775]
[section-title, [389.0, 869.0, 344.0, 30.0], shoonya_10sJ7SUZ1ZI47U, 5758775]
[figure-caption, [290.0, 1307.0, 149.0, 18.0], shoonya_4s0H2QABZH5YRO, 5758775]
[figure-caption, [669.0, 1308.0, 180.0, 18.0], shoonya_3s57DPV8XCS8YT, 5758775]
[folio, [133.0, 1340.0, 155.0, 18.0], shoonya_6sKVVUY63D0UD9, 5758775]
