[2339, 1654]
[folio, [126.0, 49.0, 322.0, 36.0], q5tdSTHvY2, 5750462]
[paragraph, [115.0, 95.0, 1478.0, 36.0], wWAVk9nOZT, 5750462]
[paragraph, [115.0, 131.0, 1478.0, 36.0], wWAVk9nOZT, 5750462]
[paragraph, [115.0, 167.0, 1478.0, 36.0], wWAVk9nOZT, 5750462]
[paragraph, [115.0, 203.0, 1478.0, 36.0], wWAVk9nOZT, 5750462]
[paragraph, [105.0, 237.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 273.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 309.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 345.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 381.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 417.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 453.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 489.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 525.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 561.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 597.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 633.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 669.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 705.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 741.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 777.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 813.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 849.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [105.0, 885.0, 1490.0, 36.0], -sTCrXvPy5, 5750462]
[paragraph, [109.0, 961.0, 1494.0, 36.0], hj7fHThCx3, 5750462]
[paragraph, [109.0, 997.0, 1494.0, 36.0], hj7fHThCx3, 5750462]
[paragraph, [109.0, 1033.0, 1494.0, 36.0], hj7fHThCx3, 5750462]
[paragraph, [282.0, 1096.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1132.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1168.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1204.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1240.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1276.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1312.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1348.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1384.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1420.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1456.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1492.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1528.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[paragraph, [282.0, 1564.0, 1181.0, 36.0], shoonya_2sYGVFCJPSMSD1, 5750462]
[reference, [984.0, 1607.0, 444.0, 36.0], shoonya_1sCW5GCD0AIIT3, 5750462]
[paragraph, [139.0, 1677.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 1713.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 1749.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 1785.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 1821.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 1857.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 1893.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 1929.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 1965.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 2001.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 2037.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 2073.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 2109.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 2145.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 2181.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
[paragraph, [139.0, 2217.0, 1454.0, 36.0], shoonya_0sIMOVJUH5WW6U, 5750462]
