[2200, 1700]
[paragraph, [373.0, 111.0, 1132.0, 36.0], shoonya_3s4BRWG6DTGF7H, 5733600]
[paragraph, [373.0, 147.0, 1132.0, 36.0], shoonya_3s4BRWG6DTGF7H, 5733600]
[paragraph, [371.0, 218.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 254.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 290.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 326.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 362.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 398.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 434.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 470.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 506.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 542.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 578.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 614.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 650.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 686.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 722.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 758.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 794.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [371.0, 830.0, 1136.0, 36.0], shoonya_1sM8V9P3OMNABI, 5733600]
[paragraph, [374.0, 982.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1018.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1054.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1090.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1126.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1162.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1198.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1234.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1270.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1306.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1342.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1378.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1414.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1450.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1486.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1522.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1558.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1594.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1630.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1666.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1702.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [374.0, 1738.0, 1131.0, 36.0], shoonya_0sE89VNK1J0DI0, 5733600]
[paragraph, [373.0, 1796.0, 1133.0, 36.0], shoonya_2sYFB68WJCTWYF, 5733600]
[paragraph, [373.0, 1832.0, 1133.0, 36.0], shoonya_2sYFB68WJCTWYF, 5733600]
[paragraph, [373.0, 1868.0, 1133.0, 36.0], shoonya_2sYFB68WJCTWYF, 5733600]
[paragraph, [373.0, 1904.0, 1133.0, 36.0], shoonya_2sYFB68WJCTWYF, 5733600]
[paragraph, [373.0, 1940.0, 1133.0, 36.0], shoonya_2sYFB68WJCTWYF, 5733600]
[paragraph, [373.0, 1976.0, 1133.0, 36.0], shoonya_2sYFB68WJCTWYF, 5733600]
[paragraph, [373.0, 2012.0, 1133.0, 36.0], shoonya_2sYFB68WJCTWYF, 5733600]
