[1650, 1050]
[paragraph, [117.0, 100.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 136.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 172.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 208.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 244.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 280.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 316.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 352.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 388.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 424.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 460.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 496.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 532.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 568.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 604.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 640.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 676.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 712.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 748.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 784.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 820.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 856.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 892.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 928.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 964.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1000.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1036.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1072.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1108.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1144.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1180.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1216.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1252.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1288.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1324.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1360.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1396.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
[paragraph, [117.0, 1432.0, 849.0, 36.0], shoonya_0sDE5CDZYW4SO6, 5731839]
