[792, 612]
[paragraph, [391.0, 225.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 243.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 261.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 279.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 297.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 315.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 333.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 351.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 369.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 387.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 405.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 423.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 441.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 459.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 477.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 495.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 513.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 531.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [391.0, 549.0, 164.0, 18.0], shoonya_4sHNBMMP4C95H6, 6515014]
[paragraph, [56.0, 357.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 375.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 393.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 411.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 429.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 447.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 465.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 483.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 501.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 519.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 537.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 555.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 573.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 591.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[paragraph, [56.0, 609.0, 164.0, 18.0], shoonya_2sY6UZCGWY6MQF, 6515014]
[sidebar, [224.0, 370.0, 160.0, 18.0], shoonya_8sR8GCDTTO1274, 6515014]
[sidebar, [224.0, 388.0, 160.0, 18.0], shoonya_8sR8GCDTTO1274, 6515014]
[sidebar, [224.0, 406.0, 160.0, 18.0], shoonya_8sR8GCDTTO1274, 6515014]
[sidebar, [224.0, 424.0, 160.0, 18.0], shoonya_8sR8GCDTTO1274, 6515014]
[sidebar, [224.0, 442.0, 160.0, 18.0], shoonya_8sR8GCDTTO1274, 6515014]
[sidebar, [224.0, 460.0, 160.0, 18.0], shoonya_8sR8GCDTTO1274, 6515014]
[paragraph, [226.0, 531.0, 159.0, 18.0], shoonya_9s8V6LJM4YG2WP, 6515014]
[paragraph, [226.0, 549.0, 159.0, 18.0], shoonya_9s8V6LJM4YG2WP, 6515014]
[paragraph, [226.0, 567.0, 159.0, 18.0], shoonya_9s8V6LJM4YG2WP, 6515014]
[paragraph, [226.0, 585.0, 159.0, 18.0], shoonya_9s8V6LJM4YG2WP, 6515014]
[paragraph, [226.0, 603.0, 159.0, 18.0], shoonya_9s8V6LJM4YG2WP, 6515014]
[paragraph, [226.0, 621.0, 159.0, 18.0], shoonya_9s8V6LJM4YG2WP, 6515014]
[paragraph, [226.0, 639.0, 159.0, 18.0], shoonya_9s8V6LJM4YG2WP, 6515014]
[paragraph, [226.0, 657.0, 159.0, 18.0], shoonya_9s8V6LJM4YG2WP, 6515014]
[paragraph, [226.0, 675.0, 159.0, 18.0], shoonya_9s8V6LJM4YG2WP, 6515014]
[paragraph, [226.0, 693.0, 159.0, 18.0], shoonya_9s8V6LJM4YG2WP, 6515014]
[paragraph, [226.0, 711.0, 159.0, 18.0], shoonya_9s8V6LJM4YG2WP, 6515014]
[paragraph, [226.0, 729.0, 159.0, 18.0], shoonya_9s8V6LJM4YG2WP, 6515014]
[paragraph, [393.0, 578.0, 163.0, 18.0], shoonya_0sGAYTK9O0C66Y, 6515014]
[paragraph, [393.0, 596.0, 163.0, 18.0], shoonya_0sGAYTK9O0C66Y, 6515014]
[paragraph, [393.0, 614.0, 163.0, 18.0], shoonya_0sGAYTK9O0C66Y, 6515014]
[paragraph, [393.0, 632.0, 163.0, 18.0], shoonya_0sGAYTK9O0C66Y, 6515014]
[paragraph, [393.0, 650.0, 163.0, 18.0], shoonya_0sGAYTK9O0C66Y, 6515014]
[paragraph, [393.0, 668.0, 163.0, 18.0], shoonya_0sGAYTK9O0C66Y, 6515014]
[paragraph, [393.0, 686.0, 163.0, 18.0], shoonya_0sGAYTK9O0C66Y, 6515014]
[paragraph, [393.0, 704.0, 163.0, 18.0], shoonya_0sGAYTK9O0C66Y, 6515014]
[paragraph, [393.0, 722.0, 163.0, 18.0], shoonya_0sGAYTK9O0C66Y, 6515014]
