[1365, 833]
[folio, [614.0, 65.0, 115.0, 18.0], CBpeu4cYyw, 5782364]
[folio, [614.0, 83.0, 115.0, 18.0], CBpeu4cYyw, 5782364]
[folio, [343.0, 123.0, 137.0, 18.0], shoonya_4sT8CWO2HCCT6H, 5782364]
[ordered-list, [93.0, 157.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [93.0, 175.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [93.0, 193.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [93.0, 211.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [93.0, 229.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [93.0, 247.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [93.0, 265.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [93.0, 283.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [93.0, 301.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [93.0, 319.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [93.0, 337.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [93.0, 355.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [93.0, 373.0, 643.0, 18.0], shoonya_1sYR19UYFLCZE1, 5782364]
[ordered-list, [84.0, 402.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 420.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 438.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 456.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 474.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 492.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 510.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 528.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 546.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 564.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 582.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 600.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 618.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 636.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 654.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 672.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 690.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 708.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 726.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 744.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 762.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 780.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 798.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[ordered-list, [84.0, 816.0, 654.0, 18.0], PTy_XiYzNt, 5782364]
[sub-ordered-list, [91.0, 489.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 507.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 525.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 543.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 561.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 579.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 597.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 615.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 633.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 651.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 669.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 687.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
