[1372, 849]
[section-title, [349.0, 69.0, 163.0, 30.0], shoonya_0sDWAVKXYNLVRI, 5710385]
[paragraph, [58.0, 132.0, 740.0, 18.0], tlscTNL-AS, 5710385]
[paragraph, [58.0, 150.0, 740.0, 18.0], tlscTNL-AS, 5710385]
[paragraph, [58.0, 168.0, 740.0, 18.0], tlscTNL-AS, 5710385]
[paragraph, [58.0, 186.0, 740.0, 18.0], tlscTNL-AS, 5710385]
[paragraph, [58.0, 204.0, 740.0, 18.0], tlscTNL-AS, 5710385]
[paragraph, [58.0, 222.0, 740.0, 18.0], tlscTNL-AS, 5710385]
[paragraph, [58.0, 240.0, 740.0, 18.0], tlscTNL-AS, 5710385]
[paragraph, [58.0, 258.0, 740.0, 18.0], tlscTNL-AS, 5710385]
[paragraph, [58.0, 276.0, 740.0, 18.0], tlscTNL-AS, 5710385]
[paragraph, [63.0, 305.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 323.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 341.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 359.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 377.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 395.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 413.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 431.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 449.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 467.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 485.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 503.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 521.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 539.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 557.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 575.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 593.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 611.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 629.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 647.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 665.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 683.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 701.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 719.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 737.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 755.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 773.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 791.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 809.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 827.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 845.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [63.0, 863.0, 736.0, 18.0], rkjgfER7um, 5710385]
[paragraph, [62.0, 887.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 905.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 923.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 941.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 959.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 977.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 995.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1013.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1031.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1049.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1067.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1085.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1103.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1121.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1139.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1157.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1175.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1193.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1211.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1229.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1247.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1265.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
[paragraph, [62.0, 1283.0, 738.0, 18.0], hmtvEq-rdl, 5710385]
