[1468, 909]
[headline, [385.0, 74.0, 153.0, 25.5], Hi8w2uDPzk, 5769907]
[paragraph, [456.0, 142.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 160.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 178.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 196.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 214.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 232.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 250.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 268.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 286.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 304.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 322.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 340.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 358.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 376.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 394.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 412.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 430.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 448.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 466.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 484.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 502.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 520.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 538.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 556.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 574.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 592.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [456.0, 610.0, 336.0, 18.0], aQYc4QFY5l, 5769907]
[paragraph, [76.0, 143.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 161.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 179.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 197.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 215.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 233.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 251.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 269.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 287.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 305.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 323.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 341.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 359.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 377.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 395.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 413.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 431.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 449.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 467.0, 319.0, 18.0], shoonya_0sBAGQKQHE2H2K, 5769907]
[paragraph, [76.0, 490.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 508.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 526.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 544.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 562.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 580.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 598.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 616.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 634.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 652.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 670.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 688.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 706.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 724.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 742.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 760.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[paragraph, [76.0, 778.0, 324.0, 18.0], BGWQixxoXI, 5769907]
[section-title, [523.0, 631.0, 263.0, 30.0], EKdXLyII7y, 5769907]
[paragraph, [468.0, 670.0, 278.0, 18.0], eVRJ7F1VY-, 5769907]
[paragraph, [466.0, 696.0, 306.0, 18.0], VTfIYgR3Gh, 5769907]
[paragraph, [466.0, 714.0, 306.0, 18.0], VTfIYgR3Gh, 5769907]
[paragraph, [466.0, 732.0, 306.0, 18.0], VTfIYgR3Gh, 5769907]
[paragraph, [466.0, 762.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 780.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 798.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 816.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 834.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 852.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 870.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 888.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 906.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 924.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 942.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 960.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 978.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 996.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1014.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1032.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1050.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1068.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
