[2176, 1464]
[folio, [135.0, 129.0, 183.0, 36.0], CLoogrSrqZ, 5655106]
[paragraph, [129.0, 229.0, 1200.0, 36.0], shoonya_4sUDCACAC3O27C, 5655106]
[paragraph, [129.0, 265.0, 1200.0, 36.0], shoonya_4sUDCACAC3O27C, 5655106]
[paragraph, [129.0, 301.0, 1200.0, 36.0], shoonya_4sUDCACAC3O27C, 5655106]
[paragraph, [129.0, 337.0, 1200.0, 36.0], shoonya_4sUDCACAC3O27C, 5655106]
[paragraph, [129.0, 373.0, 1200.0, 36.0], shoonya_4sUDCACAC3O27C, 5655106]
[paragraph, [129.0, 409.0, 1200.0, 36.0], shoonya_4sUDCACAC3O27C, 5655106]
[paragraph, [206.0, 483.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 519.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 555.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 591.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 627.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 663.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 699.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 735.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 771.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 807.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 843.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 879.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 915.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 951.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 987.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [206.0, 1023.0, 807.0, 36.0], Mahqq9E_T_, 5655106]
[paragraph, [146.0, 1075.0, 1185.0, 36.0], shoonya_3sLMAG1CZ8LE4H, 5655106]
[paragraph, [146.0, 1111.0, 1185.0, 36.0], shoonya_3sLMAG1CZ8LE4H, 5655106]
[paragraph, [146.0, 1147.0, 1185.0, 36.0], shoonya_3sLMAG1CZ8LE4H, 5655106]
[paragraph, [146.0, 1183.0, 1185.0, 36.0], shoonya_3sLMAG1CZ8LE4H, 5655106]
[paragraph, [143.0, 1258.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1294.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1330.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1366.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1402.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1438.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1474.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1510.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1546.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1582.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1618.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1654.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1690.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1726.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1762.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1798.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1834.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1870.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[paragraph, [143.0, 1906.0, 1191.0, 36.0], shoonya_0sRB6R5MC0ORHX, 5655106]
[reference, [149.0, 1992.0, 451.0, 36.0], shoonya_1s5V141OJOT26O, 5655106]
