[1050, 693]
[folio, [81.0, 78.0, 84.0, 18.0], shoonya_1sFUSJHYVAUYB9, 5702163]
[folio, [81.0, 96.0, 84.0, 18.0], shoonya_1sFUSJHYVAUYB9, 5702163]
[paragraph, [80.0, 132.0, 525.0, 18.0], nC6PqSFBQm, 5702163]
[paragraph, [80.0, 150.0, 525.0, 18.0], nC6PqSFBQm, 5702163]
[paragraph, [80.0, 168.0, 525.0, 18.0], nC6PqSFBQm, 5702163]
[paragraph, [80.0, 186.0, 525.0, 18.0], nC6PqSFBQm, 5702163]
[paragraph, [80.0, 204.0, 525.0, 18.0], nC6PqSFBQm, 5702163]
[paragraph, [79.0, 225.0, 527.0, 18.0], OpCx_SJa7M, 5702163]
[paragraph, [79.0, 243.0, 527.0, 18.0], OpCx_SJa7M, 5702163]
[paragraph, [79.0, 261.0, 527.0, 18.0], OpCx_SJa7M, 5702163]
[paragraph, [79.0, 279.0, 527.0, 18.0], OpCx_SJa7M, 5702163]
[paragraph, [79.0, 297.0, 527.0, 18.0], OpCx_SJa7M, 5702163]
[paragraph, [79.0, 315.0, 527.0, 18.0], OpCx_SJa7M, 5702163]
[paragraph, [79.0, 333.0, 527.0, 18.0], OpCx_SJa7M, 5702163]
[paragraph, [84.0, 358.0, 523.0, 18.0], shoonya_0sC3SY2X8R3IDN, 5702163]
[paragraph, [84.0, 376.0, 523.0, 18.0], shoonya_0sC3SY2X8R3IDN, 5702163]
[paragraph, [84.0, 394.0, 523.0, 18.0], shoonya_0sC3SY2X8R3IDN, 5702163]
[paragraph, [84.0, 412.0, 523.0, 18.0], shoonya_0sC3SY2X8R3IDN, 5702163]
[paragraph, [84.0, 430.0, 523.0, 18.0], shoonya_0sC3SY2X8R3IDN, 5702163]
[paragraph, [84.0, 448.0, 523.0, 18.0], shoonya_0sC3SY2X8R3IDN, 5702163]
[paragraph, [84.0, 466.0, 523.0, 18.0], shoonya_0sC3SY2X8R3IDN, 5702163]
[paragraph, [84.0, 484.0, 523.0, 18.0], shoonya_0sC3SY2X8R3IDN, 5702163]
[paragraph, [84.0, 502.0, 523.0, 18.0], shoonya_0sC3SY2X8R3IDN, 5702163]
[paragraph, [84.0, 520.0, 523.0, 18.0], shoonya_0sC3SY2X8R3IDN, 5702163]
[paragraph, [80.0, 557.0, 527.0, 18.0], shoonya_3sHK2DW2YXGUEZ, 5702163]
[paragraph, [80.0, 575.0, 527.0, 18.0], shoonya_3sHK2DW2YXGUEZ, 5702163]
[paragraph, [80.0, 593.0, 527.0, 18.0], shoonya_3sHK2DW2YXGUEZ, 5702163]
[paragraph, [80.0, 611.0, 527.0, 18.0], shoonya_3sHK2DW2YXGUEZ, 5702163]
[paragraph, [80.0, 629.0, 527.0, 18.0], shoonya_3sHK2DW2YXGUEZ, 5702163]
[paragraph, [80.0, 647.0, 527.0, 18.0], shoonya_3sHK2DW2YXGUEZ, 5702163]
[paragraph, [80.0, 665.0, 527.0, 18.0], shoonya_3sHK2DW2YXGUEZ, 5702163]
[paragraph, [80.0, 683.0, 527.0, 18.0], shoonya_3sHK2DW2YXGUEZ, 5702163]
[paragraph, [80.0, 701.0, 527.0, 18.0], shoonya_3sHK2DW2YXGUEZ, 5702163]
[paragraph, [80.0, 719.0, 527.0, 18.0], shoonya_3sHK2DW2YXGUEZ, 5702163]
[paragraph, [79.0, 744.0, 528.0, 18.0], oxftgZ0bj8, 5702163]
[paragraph, [79.0, 762.0, 528.0, 18.0], oxftgZ0bj8, 5702163]
[paragraph, [79.0, 780.0, 528.0, 18.0], oxftgZ0bj8, 5702163]
[paragraph, [79.0, 798.0, 528.0, 18.0], oxftgZ0bj8, 5702163]
[paragraph, [79.0, 816.0, 528.0, 18.0], oxftgZ0bj8, 5702163]
[paragraph, [79.0, 834.0, 528.0, 18.0], oxftgZ0bj8, 5702163]
[paragraph, [79.0, 852.0, 528.0, 18.0], oxftgZ0bj8, 5702163]
[paragraph, [122.0, 878.0, 442.0, 18.0], NGDTtolrgX, 5702163]
[paragraph, [76.0, 912.0, 524.0, 18.0], cuTwtKuhT5, 5702163]
[paragraph, [76.0, 930.0, 524.0, 18.0], cuTwtKuhT5, 5702163]
[paragraph, [76.0, 948.0, 524.0, 18.0], cuTwtKuhT5, 5702163]
