[2067, 1567]
[folio, [1083.0, 195.0, 283.0, 36.0], Urr9pcXZVw, 5735660]
[folio, [191.0, 197.0, 156.0, 36.0], f7EPr47QA0, 5735660]
[paragraph, [789.0, 248.0, 582.0, 36.0], shoonya_3sK2QXW36AO58K, 5735660]
[paragraph, [789.0, 284.0, 582.0, 36.0], shoonya_3sK2QXW36AO58K, 5735660]
[paragraph, [789.0, 320.0, 582.0, 36.0], shoonya_3sK2QXW36AO58K, 5735660]
[paragraph, [789.0, 356.0, 582.0, 36.0], shoonya_3sK2QXW36AO58K, 5735660]
[paragraph, [789.0, 392.0, 582.0, 36.0], shoonya_3sK2QXW36AO58K, 5735660]
[paragraph, [789.0, 428.0, 582.0, 36.0], shoonya_3sK2QXW36AO58K, 5735660]
[paragraph, [789.0, 464.0, 582.0, 36.0], shoonya_3sK2QXW36AO58K, 5735660]
[paragraph, [789.0, 500.0, 582.0, 36.0], shoonya_3sK2QXW36AO58K, 5735660]
[paragraph, [789.0, 536.0, 582.0, 36.0], shoonya_3sK2QXW36AO58K, 5735660]
[paragraph, [789.0, 572.0, 582.0, 36.0], shoonya_3sK2QXW36AO58K, 5735660]
[paragraph, [789.0, 608.0, 582.0, 36.0], shoonya_3sK2QXW36AO58K, 5735660]
[paragraph, [789.0, 644.0, 582.0, 36.0], shoonya_3sK2QXW36AO58K, 5735660]
[paragraph, [193.0, 297.0, 154.0, 36.0], shoonya_16s06NM72EVR28, 5735660]
[author, [196.0, 343.0, 199.0, 36.0], shoonya_11sZOCWTN6IOJH, 5735660]
[paragraph, [453.0, 384.0, 321.0, 36.0], shoonya_5sZHFYL5X6FEG2, 5735660]
[paragraph, [453.0, 420.0, 321.0, 36.0], shoonya_5sZHFYL5X6FEG2, 5735660]
[paragraph, [453.0, 456.0, 321.0, 36.0], shoonya_5sZHFYL5X6FEG2, 5735660]
[paragraph, [453.0, 492.0, 321.0, 36.0], shoonya_5sZHFYL5X6FEG2, 5735660]
[paragraph, [453.0, 528.0, 321.0, 36.0], shoonya_5sZHFYL5X6FEG2, 5735660]
[paragraph, [453.0, 564.0, 321.0, 36.0], shoonya_5sZHFYL5X6FEG2, 5735660]
[paragraph, [453.0, 600.0, 321.0, 36.0], shoonya_5sZHFYL5X6FEG2, 5735660]
[paragraph, [453.0, 636.0, 321.0, 36.0], shoonya_5sZHFYL5X6FEG2, 5735660]
[paragraph, [453.0, 672.0, 321.0, 36.0], shoonya_5sZHFYL5X6FEG2, 5735660]
[paragraph, [790.0, 694.0, 580.0, 36.0], shoonya_1sEPRUDERWOAXW, 5735660]
[paragraph, [790.0, 730.0, 580.0, 36.0], shoonya_1sEPRUDERWOAXW, 5735660]
[paragraph, [790.0, 766.0, 580.0, 36.0], shoonya_1sEPRUDERWOAXW, 5735660]
[paragraph, [790.0, 802.0, 580.0, 36.0], shoonya_1sEPRUDERWOAXW, 5735660]
[paragraph, [790.0, 838.0, 580.0, 36.0], shoonya_1sEPRUDERWOAXW, 5735660]
[paragraph, [790.0, 874.0, 580.0, 36.0], shoonya_1sEPRUDERWOAXW, 5735660]
[paragraph, [790.0, 910.0, 580.0, 36.0], shoonya_1sEPRUDERWOAXW, 5735660]
[paragraph, [790.0, 946.0, 580.0, 36.0], shoonya_1sEPRUDERWOAXW, 5735660]
[paragraph, [790.0, 982.0, 580.0, 36.0], shoonya_1sEPRUDERWOAXW, 5735660]
[paragraph, [790.0, 1018.0, 580.0, 36.0], shoonya_1sEPRUDERWOAXW, 5735660]
[paragraph, [790.0, 1054.0, 580.0, 36.0], shoonya_1sEPRUDERWOAXW, 5735660]
[paragraph, [790.0, 1090.0, 580.0, 36.0], shoonya_1sEPRUDERWOAXW, 5735660]
[paragraph, [194.0, 742.0, 576.0, 36.0], shoonya_8sDBTAPB8O862Z, 5735660]
[paragraph, [194.0, 778.0, 576.0, 36.0], shoonya_8sDBTAPB8O862Z, 5735660]
[paragraph, [194.0, 814.0, 576.0, 36.0], shoonya_8sDBTAPB8O862Z, 5735660]
[paragraph, [194.0, 850.0, 576.0, 36.0], shoonya_8sDBTAPB8O862Z, 5735660]
[paragraph, [193.0, 918.0, 581.0, 36.0], shoonya_4sDG464K9YBNTW, 5735660]
[paragraph, [193.0, 954.0, 581.0, 36.0], shoonya_4sDG464K9YBNTW, 5735660]
[paragraph, [193.0, 990.0, 581.0, 36.0], shoonya_4sDG464K9YBNTW, 5735660]
[paragraph, [193.0, 1026.0, 581.0, 36.0], shoonya_4sDG464K9YBNTW, 5735660]
[paragraph, [193.0, 1062.0, 581.0, 36.0], shoonya_4sDG464K9YBNTW, 5735660]
[paragraph, [193.0, 1098.0, 581.0, 36.0], shoonya_4sDG464K9YBNTW, 5735660]
[paragraph, [193.0, 1134.0, 581.0, 36.0], shoonya_4sDG464K9YBNTW, 5735660]
[paragraph, [791.0, 1138.0, 580.0, 36.0], shoonya_2sOM3CKM8VSCUI, 5735660]
[paragraph, [791.0, 1174.0, 580.0, 36.0], shoonya_2sOM3CKM8VSCUI, 5735660]
[paragraph, [791.0, 1210.0, 580.0, 36.0], shoonya_2sOM3CKM8VSCUI, 5735660]
[paragraph, [791.0, 1246.0, 580.0, 36.0], shoonya_2sOM3CKM8VSCUI, 5735660]
[paragraph, [791.0, 1282.0, 580.0, 36.0], shoonya_2sOM3CKM8VSCUI, 5735660]
