[792, 612]
[headline, [242.0, 90.0, 124.0, 25.5], 1L7W2xaw5v, 6515762]
[paragraph, [57.0, 155.0, 165.0, 18.0], NYYdqEA0Ou, 6515762]
[paragraph, [57.0, 173.0, 165.0, 18.0], NYYdqEA0Ou, 6515762]
[paragraph, [57.0, 191.0, 165.0, 18.0], NYYdqEA0Ou, 6515762]
[paragraph, [57.0, 209.0, 165.0, 18.0], NYYdqEA0Ou, 6515762]
[paragraph, [57.0, 227.0, 165.0, 18.0], NYYdqEA0Ou, 6515762]
[paragraph, [57.0, 245.0, 165.0, 18.0], NYYdqEA0Ou, 6515762]
[paragraph, [57.0, 263.0, 165.0, 18.0], NYYdqEA0Ou, 6515762]
[paragraph, [57.0, 281.0, 165.0, 18.0], NYYdqEA0Ou, 6515762]
[paragraph, [57.0, 299.0, 165.0, 18.0], NYYdqEA0Ou, 6515762]
[paragraph, [227.0, 159.0, 155.0, 18.0], ZBt3AiwbO3, 6515762]
[paragraph, [394.0, 161.0, 159.0, 18.0], buxUgIlkKU, 6515762]
[paragraph, [394.0, 179.0, 159.0, 18.0], buxUgIlkKU, 6515762]
[paragraph, [394.0, 197.0, 159.0, 18.0], buxUgIlkKU, 6515762]
[paragraph, [394.0, 215.0, 159.0, 18.0], buxUgIlkKU, 6515762]
[paragraph, [227.0, 190.0, 158.0, 18.0], Wv2d0MRRmJ, 6515762]
[paragraph, [227.0, 208.0, 158.0, 18.0], Wv2d0MRRmJ, 6515762]
[paragraph, [226.0, 228.0, 160.0, 18.0], Qr7mv8stO_, 6515762]
[paragraph, [226.0, 246.0, 160.0, 18.0], Qr7mv8stO_, 6515762]
[paragraph, [390.0, 243.0, 165.0, 18.0], oCtqgYHiJu, 6515762]
[paragraph, [390.0, 261.0, 165.0, 18.0], oCtqgYHiJu, 6515762]
[paragraph, [390.0, 279.0, 165.0, 18.0], oCtqgYHiJu, 6515762]
[paragraph, [228.0, 270.0, 158.0, 18.0], 77uCR3xMFQ, 6515762]
[paragraph, [228.0, 288.0, 158.0, 18.0], 77uCR3xMFQ, 6515762]
[paragraph, [228.0, 306.0, 158.0, 18.0], 77uCR3xMFQ, 6515762]
[paragraph, [391.0, 310.0, 163.0, 18.0], T-6mn_8xDO, 6515762]
[paragraph, [391.0, 328.0, 163.0, 18.0], T-6mn_8xDO, 6515762]
[paragraph, [391.0, 346.0, 163.0, 18.0], T-6mn_8xDO, 6515762]
[paragraph, [391.0, 364.0, 163.0, 18.0], T-6mn_8xDO, 6515762]
[paragraph, [227.0, 336.0, 158.0, 18.0], ET2N_FsNU_, 6515762]
[paragraph, [227.0, 354.0, 158.0, 18.0], ET2N_FsNU_, 6515762]
[paragraph, [60.0, 349.0, 161.0, 18.0], Qky_qOSXwk, 6515762]
[paragraph, [60.0, 367.0, 161.0, 18.0], Qky_qOSXwk, 6515762]
[paragraph, [60.0, 385.0, 161.0, 18.0], Qky_qOSXwk, 6515762]
[paragraph, [60.0, 403.0, 161.0, 18.0], Qky_qOSXwk, 6515762]
[paragraph, [60.0, 421.0, 161.0, 18.0], Qky_qOSXwk, 6515762]
[paragraph, [228.0, 375.0, 156.0, 18.0], rW_OwVqn7i, 6515762]
[paragraph, [228.0, 393.0, 156.0, 18.0], rW_OwVqn7i, 6515762]
[paragraph, [390.0, 388.0, 162.0, 18.0], Nr7czKN7ly, 6515762]
[paragraph, [390.0, 406.0, 162.0, 18.0], Nr7czKN7ly, 6515762]
[paragraph, [390.0, 424.0, 162.0, 18.0], Nr7czKN7ly, 6515762]
[paragraph, [390.0, 442.0, 162.0, 18.0], Nr7czKN7ly, 6515762]
[paragraph, [390.0, 460.0, 162.0, 18.0], Nr7czKN7ly, 6515762]
[paragraph, [227.0, 414.0, 160.0, 18.0], -au0QehaeJ, 6515762]
[paragraph, [227.0, 432.0, 160.0, 18.0], -au0QehaeJ, 6515762]
[paragraph, [227.0, 450.0, 160.0, 18.0], -au0QehaeJ, 6515762]
[paragraph, [59.0, 454.0, 159.0, 18.0], 5iKE0X2Fj0, 6515762]
[paragraph, [59.0, 479.0, 160.0, 18.0], RLAHE_xAd8, 6515762]
[paragraph, [226.0, 481.0, 158.0, 18.0], 47f6JIkqF9, 6515762]
[paragraph, [226.0, 499.0, 158.0, 18.0], 47f6JIkqF9, 6515762]
[paragraph, [391.0, 493.0, 164.0, 18.0], HRkGJBikHZ, 6515762]
[paragraph, [391.0, 511.0, 164.0, 18.0], HRkGJBikHZ, 6515762]
[paragraph, [391.0, 529.0, 164.0, 18.0], HRkGJBikHZ, 6515762]
[paragraph, [391.0, 547.0, 164.0, 18.0], HRkGJBikHZ, 6515762]
[paragraph, [54.0, 508.0, 168.0, 18.0], BwzqgaN4OL, 6515762]
[paragraph, [54.0, 526.0, 168.0, 18.0], BwzqgaN4OL, 6515762]
[paragraph, [227.0, 520.0, 157.0, 18.0], XhxHs7W81M, 6515762]
[paragraph, [227.0, 538.0, 157.0, 18.0], XhxHs7W81M, 6515762]
[paragraph, [227.0, 556.0, 157.0, 18.0], XhxHs7W81M, 6515762]
[paragraph, [59.0, 560.0, 163.0, 18.0], GWDDBOadxn, 6515762]
[paragraph, [59.0, 578.0, 163.0, 18.0], GWDDBOadxn, 6515762]
[paragraph, [392.0, 574.0, 159.0, 18.0], 6XdnyS-ju_, 6515762]
[paragraph, [392.0, 592.0, 159.0, 18.0], 6XdnyS-ju_, 6515762]
[paragraph, [392.0, 610.0, 159.0, 18.0], 6XdnyS-ju_, 6515762]
[paragraph, [392.0, 628.0, 159.0, 18.0], 6XdnyS-ju_, 6515762]
[paragraph, [392.0, 646.0, 159.0, 18.0], 6XdnyS-ju_, 6515762]
[paragraph, [392.0, 664.0, 159.0, 18.0], 6XdnyS-ju_, 6515762]
[paragraph, [392.0, 682.0, 159.0, 18.0], 6XdnyS-ju_, 6515762]
[paragraph, [227.0, 587.0, 159.0, 18.0], sEwWvaPsVV, 6515762]
[paragraph, [227.0, 605.0, 159.0, 18.0], sEwWvaPsVV, 6515762]
[paragraph, [227.0, 623.0, 159.0, 18.0], sEwWvaPsVV, 6515762]
[paragraph, [59.0, 610.0, 163.0, 18.0], sYhA8Qx7mE, 6515762]
[paragraph, [59.0, 628.0, 163.0, 18.0], sYhA8Qx7mE, 6515762]
[paragraph, [59.0, 646.0, 163.0, 18.0], sYhA8Qx7mE, 6515762]
[paragraph, [59.0, 664.0, 163.0, 18.0], sYhA8Qx7mE, 6515762]
[paragraph, [226.0, 652.0, 159.0, 18.0], xbd3jJ7bFv, 6515762]
[paragraph, [227.0, 679.0, 161.0, 18.0], W8Jztj79aJ, 6515762]
[paragraph, [227.0, 697.0, 161.0, 18.0], W8Jztj79aJ, 6515762]
[paragraph, [60.0, 692.0, 162.0, 18.0], 3dVdXtrPcC, 6515762]
