[1806, 1262]
[folio, [618.0, 101.0, 464.0, 36.0], shoonya_4s9FG6VPFPIO9M, 5681512]
[paragraph, [644.0, 171.0, 507.0, 36.0], 0aIXolGfaO, 5681512]
[paragraph, [644.0, 207.0, 507.0, 36.0], 0aIXolGfaO, 5681512]
[paragraph, [644.0, 243.0, 507.0, 36.0], 0aIXolGfaO, 5681512]
[paragraph, [644.0, 279.0, 507.0, 36.0], 0aIXolGfaO, 5681512]
[paragraph, [100.0, 180.0, 494.0, 36.0], Oa1CnUeL__, 5681512]
[paragraph, [100.0, 216.0, 494.0, 36.0], Oa1CnUeL__, 5681512]
[paragraph, [98.0, 255.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 291.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 327.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 363.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 399.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 435.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 471.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 507.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 543.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 579.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 615.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 651.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 687.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [98.0, 723.0, 497.0, 36.0], shoonya_2sDJEBVLR8UY2A, 5681512]
[paragraph, [660.0, 328.0, 489.0, 36.0], N2ZWpHiXBj, 5681512]
[paragraph, [645.0, 400.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 436.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 472.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 508.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 544.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 580.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 616.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 652.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 688.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 724.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 760.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 796.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 832.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 868.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 904.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 940.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 976.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 1012.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 1048.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 1084.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 1120.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 1156.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [645.0, 1192.0, 514.0, 36.0], shoonya_1s505WC3VWO4HR, 5681512]
[paragraph, [98.0, 764.0, 496.0, 36.0], eqG1n6o1vn, 5681512]
[paragraph, [98.0, 800.0, 496.0, 36.0], eqG1n6o1vn, 5681512]
[paragraph, [93.0, 906.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 942.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 978.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1014.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1050.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1086.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1122.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1158.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1194.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1230.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1266.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1302.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1338.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1374.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1410.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1446.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1482.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1518.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1554.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1590.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1626.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [93.0, 1662.0, 505.0, 36.0], shoonya_0sLOKNFCWO9URS, 5681512]
[paragraph, [647.0, 1233.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
[paragraph, [647.0, 1269.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
[paragraph, [647.0, 1305.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
[paragraph, [647.0, 1341.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
[paragraph, [647.0, 1377.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
[paragraph, [647.0, 1413.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
[paragraph, [647.0, 1449.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
[paragraph, [647.0, 1485.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
[paragraph, [647.0, 1521.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
[paragraph, [647.0, 1557.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
[paragraph, [647.0, 1593.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
[paragraph, [647.0, 1629.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
[paragraph, [647.0, 1665.0, 514.0, 36.0], shoonya_3sMJQAUIUIQQIM, 5681512]
