[1823, 1375]
[folio, [626.0, 111.0, 135.0, 36.0], shoonya_3sEG36L2HJJ79I, 5684085]
[paragraph, [691.0, 161.0, 573.0, 36.0], shoonya_2sT39K854H4HW3, 5684085]
[paragraph, [691.0, 197.0, 573.0, 36.0], shoonya_2sT39K854H4HW3, 5684085]
[paragraph, [691.0, 233.0, 573.0, 36.0], shoonya_2sT39K854H4HW3, 5684085]
[paragraph, [691.0, 269.0, 573.0, 36.0], shoonya_2sT39K854H4HW3, 5684085]
[paragraph, [691.0, 305.0, 573.0, 36.0], shoonya_2sT39K854H4HW3, 5684085]
[paragraph, [691.0, 341.0, 573.0, 36.0], shoonya_2sT39K854H4HW3, 5684085]
[paragraph, [691.0, 377.0, 573.0, 36.0], shoonya_2sT39K854H4HW3, 5684085]
[paragraph, [691.0, 413.0, 573.0, 36.0], shoonya_2sT39K854H4HW3, 5684085]
[paragraph, [691.0, 449.0, 573.0, 36.0], shoonya_2sT39K854H4HW3, 5684085]
[paragraph, [691.0, 485.0, 573.0, 36.0], shoonya_2sT39K854H4HW3, 5684085]
[paragraph, [691.0, 521.0, 573.0, 36.0], shoonya_2sT39K854H4HW3, 5684085]
[paragraph, [691.0, 557.0, 573.0, 36.0], shoonya_2sT39K854H4HW3, 5684085]
[paragraph, [109.0, 162.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 198.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 234.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 270.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 306.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 342.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 378.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 414.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 450.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 486.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 522.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 558.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 594.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
[paragraph, [109.0, 630.0, 573.0, 36.0], shoonya_0sECRDF2EP6EKQ, 5684085]
