[1448, 2048]
[headline, [775.0, 166.0, 491.0, 25.5], GDWgTSNsis, 6473796]
[headline, [775.0, 191.5, 491.0, 25.5], GDWgTSNsis, 6473796]
[headline, [775.0, 217.0, 491.0, 25.5], GDWgTSNsis, 6473796]
[headline, [775.0, 242.5, 491.0, 25.5], GDWgTSNsis, 6473796]
[section-title, [125.0, 314.0, 1784.0, 30.0], xdlKslpaR6, 6473796]
[section-title, [125.0, 344.0, 1784.0, 30.0], xdlKslpaR6, 6473796]
[section-title, [125.0, 374.0, 1784.0, 30.0], xdlKslpaR6, 6473796]
[section-title, [125.0, 404.0, 1784.0, 30.0], xdlKslpaR6, 6473796]
[section-title, [125.0, 434.0, 1784.0, 30.0], xdlKslpaR6, 6473796]
[unordered-list, [133.0, 496.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 514.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 532.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 550.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 568.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 586.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 604.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 622.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 640.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 658.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 676.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 694.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 712.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 730.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 748.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 766.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 784.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 802.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 820.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 838.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 856.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 874.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 892.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 910.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 928.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 946.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 964.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 982.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1000.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1018.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1036.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1054.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1072.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1090.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1108.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1126.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1144.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1162.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1180.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1198.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1216.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1234.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[unordered-list, [133.0, 1252.0, 1776.0, 18.0], NLZqQ5R41J, 6473796]
[folio, [504.0, 1289.0, 793.0, 18.0], LS6LN3Bhb3, 6473796]
[folio, [504.0, 1307.0, 793.0, 18.0], LS6LN3Bhb3, 6473796]
[folio, [504.0, 1325.0, 793.0, 18.0], LS6LN3Bhb3, 6473796]
[folio, [1391.0, 1292.0, 173.0, 18.0], AlQjjFJm0Z, 6473796]
[folio, [1391.0, 1310.0, 173.0, 18.0], AlQjjFJm0Z, 6473796]
[folio, [1391.0, 1328.0, 173.0, 18.0], AlQjjFJm0Z, 6473796]
