[1354, 844]
[folio, [609.0, 59.0, 138.0, 18.0], XHvnnrunFz, 5781755]
[folio, [609.0, 77.0, 138.0, 18.0], XHvnnrunFz, 5781755]
[folio, [609.0, 95.0, 138.0, 18.0], XHvnnrunFz, 5781755]
[folio, [218.0, 119.0, 385.0, 18.0], shoonya_4sP83LL0RUZ3MB, 5781755]
[paragraph, [86.0, 157.0, 649.0, 18.0], pJ5cW0pbFm, 5781755]
[paragraph, [86.0, 175.0, 649.0, 18.0], pJ5cW0pbFm, 5781755]
[paragraph, [86.0, 193.0, 649.0, 18.0], pJ5cW0pbFm, 5781755]
[paragraph, [86.0, 211.0, 649.0, 18.0], pJ5cW0pbFm, 5781755]
[paragraph, [86.0, 229.0, 649.0, 18.0], pJ5cW0pbFm, 5781755]
[paragraph, [86.0, 247.0, 649.0, 18.0], pJ5cW0pbFm, 5781755]
[paragraph, [86.0, 265.0, 649.0, 18.0], pJ5cW0pbFm, 5781755]
[ordered-list, [85.0, 288.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 306.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 324.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 342.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 360.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 378.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 396.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 414.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 432.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 450.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 468.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 486.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 504.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 522.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 540.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 558.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 576.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 594.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 612.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 630.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 648.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 666.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 684.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 702.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 720.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 738.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 756.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 774.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 792.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 810.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 828.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 846.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 864.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 882.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 900.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 918.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 936.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 954.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 972.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 990.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 1008.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 1026.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 1044.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 1062.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 1080.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 1098.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 1116.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 1134.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 1152.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 1170.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 1188.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[ordered-list, [85.0, 1206.0, 654.0, 18.0], shoonya_5sC7YDU24OYH8R, 5781755]
[sub-ordered-list, [91.0, 992.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
[sub-ordered-list, [91.0, 1010.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
[sub-ordered-list, [91.0, 1028.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
[sub-ordered-list, [91.0, 1046.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
[sub-ordered-list, [91.0, 1064.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
[sub-ordered-list, [91.0, 1082.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
[sub-ordered-list, [91.0, 1100.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
[sub-ordered-list, [91.0, 1118.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
[sub-ordered-list, [91.0, 1136.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
[sub-ordered-list, [91.0, 1154.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
[sub-ordered-list, [91.0, 1172.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
[sub-ordered-list, [91.0, 1190.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
[sub-ordered-list, [91.0, 1208.0, 641.0, 18.0], G2Q-O_GUXy, 5781755]
