[1300, 827]
[paragraph, [55.0, 159.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 177.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 195.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 213.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 231.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 249.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 267.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 285.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 303.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 321.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 339.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 357.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 375.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 393.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 411.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 429.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 447.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 465.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 483.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 501.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 519.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 537.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 555.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 573.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 591.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 609.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 627.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 645.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 663.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 681.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 699.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 717.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 735.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 753.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 771.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 789.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 807.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 825.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 843.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 861.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 879.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 897.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 915.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 933.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [55.0, 951.0, 721.0, 18.0], VxlIhgm_Z0, 5748446]
[paragraph, [61.0, 980.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[paragraph, [61.0, 998.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[paragraph, [61.0, 1016.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[paragraph, [61.0, 1034.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[paragraph, [61.0, 1052.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[paragraph, [61.0, 1070.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[paragraph, [61.0, 1088.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[paragraph, [61.0, 1106.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[paragraph, [61.0, 1124.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[paragraph, [61.0, 1142.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[paragraph, [61.0, 1160.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[paragraph, [61.0, 1178.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[paragraph, [61.0, 1196.0, 725.0, 18.0], Ee5yT6MWGC, 5748446]
[footnote, [507.0, 1254.0, 274.0, 18.0], Bbn3YqV04Y, 5748446]
[footnote, [507.0, 1272.0, 274.0, 18.0], Bbn3YqV04Y, 5748446]
