[1684, 1191]
[section-title, [314.0, 101.0, 453.0, 49.5], shoonya_2sKUSERXFG1V32, 6464521]
[paragraph, [88.0, 209.0, 918.0, 36.0], shoonya_0s82OXU0RN6X03, 6464521]
[paragraph, [88.0, 245.0, 918.0, 36.0], shoonya_0s82OXU0RN6X03, 6464521]
[paragraph, [88.0, 281.0, 918.0, 36.0], shoonya_0s82OXU0RN6X03, 6464521]
[paragraph, [88.0, 317.0, 918.0, 36.0], shoonya_0s82OXU0RN6X03, 6464521]
[paragraph, [88.0, 353.0, 918.0, 36.0], shoonya_0s82OXU0RN6X03, 6464521]
[section-title, [327.0, 418.0, 445.0, 49.5], shoonya_1sWKY4OXE3C8XJ, 6464521]
[index, [542.0, 489.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 525.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 561.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 597.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 633.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 669.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 705.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 741.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 777.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 813.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 849.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 885.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 921.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 957.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 993.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1029.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1065.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1101.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1137.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1173.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1209.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1245.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1281.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1317.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1353.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1389.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1425.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1461.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1497.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [542.0, 1533.0, 474.0, 36.0], fewtqxXHfM, 6464521]
[index, [60.0, 491.0, 489.0, 36.0], shoonya_3sI3AQY6US2XMR, 6464521]
