[1002, 614]
[folio, [277.0, 92.0, 96.0, 18.0], vzcrSo988I, 5756731]
[ordered-list, [86.0, 121.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 139.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 157.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 175.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 193.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 211.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 229.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 247.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 265.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 283.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 301.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 319.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 337.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 355.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 373.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 391.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 409.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 427.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 445.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 463.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 481.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 499.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 517.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 535.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 553.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 571.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 589.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 607.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 625.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 643.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 661.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 679.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 697.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 715.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 733.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 751.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 769.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 787.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 805.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 823.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[ordered-list, [86.0, 841.0, 493.0, 18.0], xddzVl8lgw, 5756731]
[sub-ordered-list, [128.0, 136.0, 396.0, 18.0], shoonya_1sL0U81BGRQJFS, 5756731]
[sub-ordered-list, [128.0, 154.0, 396.0, 18.0], shoonya_1sL0U81BGRQJFS, 5756731]
[sub-ordered-list, [128.0, 172.0, 396.0, 18.0], shoonya_1sL0U81BGRQJFS, 5756731]
[sub-ordered-list, [128.0, 190.0, 396.0, 18.0], shoonya_1sL0U81BGRQJFS, 5756731]
[sub-ordered-list, [128.0, 208.0, 396.0, 18.0], shoonya_1sL0U81BGRQJFS, 5756731]
[sub-ordered-list, [128.0, 226.0, 396.0, 18.0], shoonya_1sL0U81BGRQJFS, 5756731]
[sub-ordered-list, [128.0, 244.0, 396.0, 18.0], shoonya_1sL0U81BGRQJFS, 5756731]
[sub-ordered-list, [105.0, 288.0, 445.0, 18.0], 9oQU7N0bbi, 5756731]
[sub-ordered-list, [105.0, 306.0, 445.0, 18.0], 9oQU7N0bbi, 5756731]
[sub-ordered-list, [105.0, 324.0, 445.0, 18.0], 9oQU7N0bbi, 5756731]
[sub-ordered-list, [105.0, 342.0, 445.0, 18.0], 9oQU7N0bbi, 5756731]
[sub-ordered-list, [105.0, 360.0, 445.0, 18.0], 9oQU7N0bbi, 5756731]
[sub-ordered-list, [105.0, 378.0, 445.0, 18.0], 9oQU7N0bbi, 5756731]
[sub-ordered-list, [105.0, 396.0, 445.0, 18.0], 9oQU7N0bbi, 5756731]
[sub-ordered-list, [105.0, 414.0, 445.0, 18.0], 9oQU7N0bbi, 5756731]
[sub-ordered-list, [105.0, 432.0, 445.0, 18.0], 9oQU7N0bbi, 5756731]
