[2241, 1733]
[paragraph, [26.0, 205.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 241.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 277.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 313.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 349.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 385.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 421.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 457.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 493.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 529.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 565.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 601.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 637.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 673.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 709.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 745.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 781.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 817.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 853.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [26.0, 889.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [828.0, 205.0, 763.0, 36.0], shoonya_4sLKBNYEXQD2HS, 5654745]
[paragraph, [828.0, 241.0, 763.0, 36.0], shoonya_4sLKBNYEXQD2HS, 5654745]
[paragraph, [828.0, 277.0, 763.0, 36.0], shoonya_4sLKBNYEXQD2HS, 5654745]
[paragraph, [828.0, 313.0, 763.0, 36.0], shoonya_4sLKBNYEXQD2HS, 5654745]
[paragraph, [828.0, 349.0, 763.0, 36.0], shoonya_4sLKBNYEXQD2HS, 5654745]
[paragraph, [828.0, 385.0, 763.0, 36.0], shoonya_4sLKBNYEXQD2HS, 5654745]
[paragraph, [828.0, 421.0, 763.0, 36.0], shoonya_4sLKBNYEXQD2HS, 5654745]
[paragraph, [820.0, 488.0, 767.0, 36.0], shoonya_5sW3IQBDNGXQF4, 5654745]
[paragraph, [820.0, 524.0, 767.0, 36.0], shoonya_5sW3IQBDNGXQF4, 5654745]
[paragraph, [820.0, 560.0, 767.0, 36.0], shoonya_5sW3IQBDNGXQF4, 5654745]
[paragraph, [820.0, 596.0, 767.0, 36.0], shoonya_5sW3IQBDNGXQF4, 5654745]
[paragraph, [820.0, 632.0, 767.0, 36.0], shoonya_5sW3IQBDNGXQF4, 5654745]
[paragraph, [820.0, 668.0, 767.0, 36.0], shoonya_5sW3IQBDNGXQF4, 5654745]
[paragraph, [822.0, 708.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 744.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 780.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 816.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 852.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 888.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 924.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 960.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 996.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 1032.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 1068.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 1104.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 1140.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 1176.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [822.0, 1212.0, 761.0, 36.0], shoonya_3sJGE2VCY16SNT, 5654745]
[paragraph, [38.0, 945.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[paragraph, [38.0, 981.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[paragraph, [38.0, 1017.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[paragraph, [38.0, 1053.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[paragraph, [38.0, 1089.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[paragraph, [38.0, 1125.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[paragraph, [38.0, 1161.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[paragraph, [38.0, 1197.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[paragraph, [38.0, 1233.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[paragraph, [38.0, 1269.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[paragraph, [38.0, 1305.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[paragraph, [38.0, 1341.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[paragraph, [38.0, 1377.0, 760.0, 36.0], shoonya_1sRSBKUQ05G4KI, 5654745]
[contact-info, [1289.0, 1304.0, 298.0, 36.0], p8c3KR7JQu, 5654745]
[contact-info, [1289.0, 1340.0, 298.0, 36.0], p8c3KR7JQu, 5654745]
[paragraph, [824.0, 1438.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1474.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1510.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1546.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1582.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1618.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1654.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1690.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1726.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1762.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1798.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1834.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1870.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
