[595, 454]
[chapter-title, [227.0, 149.0, 204.0, 30.0], y3sdSBBtRS, 6459973]
[paragraph, [25.0, 189.0, 205.0, 18.0], -NTwL-oFOs, 6459973]
[paragraph, [25.0, 207.0, 205.0, 18.0], -NTwL-oFOs, 6459973]
[paragraph, [25.0, 225.0, 205.0, 18.0], -NTwL-oFOs, 6459973]
[paragraph, [25.0, 243.0, 205.0, 18.0], -NTwL-oFOs, 6459973]
[paragraph, [25.0, 261.0, 205.0, 18.0], -NTwL-oFOs, 6459973]
[paragraph, [25.0, 279.0, 205.0, 18.0], -NTwL-oFOs, 6459973]
[paragraph, [25.0, 297.0, 205.0, 18.0], -NTwL-oFOs, 6459973]
[paragraph, [25.0, 315.0, 205.0, 18.0], -NTwL-oFOs, 6459973]
[paragraph, [25.0, 333.0, 205.0, 18.0], -NTwL-oFOs, 6459973]
[paragraph, [25.0, 351.0, 205.0, 18.0], -NTwL-oFOs, 6459973]
[paragraph, [25.0, 369.0, 205.0, 18.0], -NTwL-oFOs, 6459973]
[paragraph, [227.0, 189.0, 198.0, 18.0], lUMho22f1o, 6459973]
[paragraph, [227.0, 207.0, 198.0, 18.0], lUMho22f1o, 6459973]
[paragraph, [230.0, 231.0, 199.0, 18.0], iOeP7POAlK, 6459973]
[paragraph, [230.0, 249.0, 199.0, 18.0], iOeP7POAlK, 6459973]
[paragraph, [230.0, 267.0, 199.0, 18.0], iOeP7POAlK, 6459973]
[paragraph, [230.0, 285.0, 199.0, 18.0], iOeP7POAlK, 6459973]
[paragraph, [230.0, 303.0, 199.0, 18.0], iOeP7POAlK, 6459973]
[paragraph, [230.0, 321.0, 199.0, 18.0], iOeP7POAlK, 6459973]
[paragraph, [231.0, 350.0, 194.0, 18.0], g7aRX3ur-F, 6459973]
[paragraph, [231.0, 368.0, 194.0, 18.0], g7aRX3ur-F, 6459973]
[paragraph, [231.0, 386.0, 194.0, 18.0], g7aRX3ur-F, 6459973]
[paragraph, [28.0, 385.0, 201.0, 18.0], KzOuz-XcYs, 6459973]
[paragraph, [28.0, 403.0, 201.0, 18.0], KzOuz-XcYs, 6459973]
[paragraph, [28.0, 421.0, 201.0, 18.0], KzOuz-XcYs, 6459973]
[paragraph, [28.0, 439.0, 201.0, 18.0], KzOuz-XcYs, 6459973]
[paragraph, [28.0, 457.0, 201.0, 18.0], KzOuz-XcYs, 6459973]
[paragraph, [28.0, 475.0, 201.0, 18.0], KzOuz-XcYs, 6459973]
[paragraph, [28.0, 493.0, 201.0, 18.0], KzOuz-XcYs, 6459973]
[paragraph, [229.0, 407.0, 196.0, 18.0], m_tidO6jMu, 6459973]
[paragraph, [229.0, 425.0, 196.0, 18.0], m_tidO6jMu, 6459973]
[paragraph, [229.0, 443.0, 196.0, 18.0], m_tidO6jMu, 6459973]
[paragraph, [229.0, 461.0, 196.0, 18.0], m_tidO6jMu, 6459973]
[paragraph, [229.0, 479.0, 196.0, 18.0], m_tidO6jMu, 6459973]
[paragraph, [229.0, 497.0, 196.0, 18.0], m_tidO6jMu, 6459973]
[folio, [200.0, 530.0, 67.0, 18.0], ocUbAOQuml, 6459973]
