[1625, 1211]
[paragraph, [792.0, 92.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 128.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 164.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 200.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 236.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 272.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 308.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 344.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 380.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 416.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 452.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 488.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 524.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 560.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 596.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 632.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [792.0, 668.0, 341.0, 36.0], SFaHL0SZQO, 5742022]
[paragraph, [427.0, 102.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 138.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 174.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 210.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 246.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 282.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 318.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 354.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 390.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 426.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 462.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 498.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 534.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[paragraph, [427.0, 570.0, 352.0, 36.0], C07l0SAW2V, 5742022]
[headline, [87.0, 201.0, 312.0, 37.5], Im_szKi8Fp, 5742022]
[author, [131.0, 269.0, 211.0, 36.0], CTWYKjAJx8, 5742022]
[paragraph, [199.0, 353.0, 220.0, 36.0], uYLRst6_Mm, 5742022]
[paragraph, [199.0, 389.0, 220.0, 36.0], uYLRst6_Mm, 5742022]
[paragraph, [68.0, 464.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 500.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 536.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 572.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 608.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 644.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 680.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 716.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 752.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 788.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 824.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 860.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 896.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 932.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 968.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 1004.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 1040.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 1076.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [68.0, 1112.0, 344.0, 36.0], Kk20Fdhn7J, 5742022]
[paragraph, [539.0, 631.0, 235.0, 36.0], zLa7IGPBrh, 5742022]
[paragraph, [539.0, 667.0, 235.0, 36.0], zLa7IGPBrh, 5742022]
[paragraph, [426.0, 733.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 769.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 805.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 841.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 877.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 913.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 949.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 985.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 1021.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 1057.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 1093.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 1129.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 1165.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 1201.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 1237.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 1273.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [426.0, 1309.0, 349.0, 36.0], Hog_9Gv3Ff, 5742022]
[paragraph, [913.0, 748.0, 217.0, 36.0], iOwO8JUBl6, 5742022]
[paragraph, [913.0, 784.0, 217.0, 36.0], iOwO8JUBl6, 5742022]
[paragraph, [913.0, 820.0, 217.0, 36.0], iOwO8JUBl6, 5742022]
[paragraph, [783.0, 878.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 914.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 950.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 986.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 1022.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 1058.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 1094.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 1130.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 1166.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 1202.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 1238.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 1274.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 1310.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 1346.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 1382.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [783.0, 1418.0, 362.0, 36.0], jKU2Ak9aac, 5742022]
[paragraph, [195.0, 1171.0, 219.0, 36.0], McIMfh1Gug, 5742022]
[paragraph, [195.0, 1207.0, 219.0, 36.0], McIMfh1Gug, 5742022]
[paragraph, [60.0, 1274.0, 361.0, 36.0], LMsD2_etc0, 5742022]
[paragraph, [60.0, 1310.0, 361.0, 36.0], LMsD2_etc0, 5742022]
[paragraph, [60.0, 1346.0, 361.0, 36.0], LMsD2_etc0, 5742022]
[paragraph, [60.0, 1382.0, 361.0, 36.0], LMsD2_etc0, 5742022]
[paragraph, [60.0, 1418.0, 361.0, 36.0], LMsD2_etc0, 5742022]
