[1650, 1275]
[headline, [392.0, 269.0, 655.0, 37.5], -Px8kAPYd2, 5721931]
[headline, [392.0, 306.5, 655.0, 37.5], -Px8kAPYd2, 5721931]
[author, [390.0, 377.0, 414.0, 36.0], TbtEjc_0I4, 5721931]
[ordered-list, [648.0, 460.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 496.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 532.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 568.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 604.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 640.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 676.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 712.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 748.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 784.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 820.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 856.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 892.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 928.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 964.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1000.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1036.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1072.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1108.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1144.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1180.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1216.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1252.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1288.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1324.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1360.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1396.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1432.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1468.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[ordered-list, [648.0, 1504.0, 524.0, 36.0], bk2YoeNxXw, 5721931]
[paragraph, [119.0, 586.0, 509.0, 36.0], shoonya_0sCTJX738QRIIC, 5721931]
[paragraph, [119.0, 622.0, 509.0, 36.0], shoonya_0sCTJX738QRIIC, 5721931]
[paragraph, [119.0, 658.0, 509.0, 36.0], shoonya_0sCTJX738QRIIC, 5721931]
[paragraph, [119.0, 694.0, 509.0, 36.0], shoonya_0sCTJX738QRIIC, 5721931]
[paragraph, [119.0, 730.0, 509.0, 36.0], shoonya_0sCTJX738QRIIC, 5721931]
[ordered-list, [121.0, 797.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 833.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 869.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 905.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 941.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 977.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1013.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1049.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1085.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1121.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1157.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1193.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1229.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1265.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1301.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1337.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1373.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1409.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1445.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
[ordered-list, [121.0, 1481.0, 511.0, 36.0], vYMYsnZy_n, 5721931]
