[1763, 1275]
[section-title, [679.0, 60.0, 590.0, 49.5], gDSUgDGimp, 5712408]
[section-title, [679.0, 109.5, 590.0, 49.5], gDSUgDGimp, 5712408]
[section-title, [679.0, 159.0, 590.0, 49.5], gDSUgDGimp, 5712408]
[section-title, [190.0, 144.0, 357.0, 49.5], 7MSvrSXUaV, 5712408]
[section-title, [364.0, 250.0, 288.0, 49.5], K0EHfILotn, 5712408]
[paragraph, [678.0, 277.0, 596.0, 36.0], yI08lbsrij, 5712408]
[paragraph, [678.0, 313.0, 596.0, 36.0], yI08lbsrij, 5712408]
[paragraph, [678.0, 349.0, 596.0, 36.0], yI08lbsrij, 5712408]
[paragraph, [678.0, 385.0, 596.0, 36.0], yI08lbsrij, 5712408]
[paragraph, [678.0, 421.0, 596.0, 36.0], yI08lbsrij, 5712408]
[paragraph, [678.0, 457.0, 596.0, 36.0], yI08lbsrij, 5712408]
[figure-caption, [377.0, 367.0, 281.0, 36.0], eXSSzsl6PL, 5712408]
[figure-caption, [377.0, 403.0, 281.0, 36.0], eXSSzsl6PL, 5712408]
[figure-caption, [377.0, 439.0, 281.0, 36.0], eXSSzsl6PL, 5712408]
[figure-caption, [377.0, 475.0, 281.0, 36.0], eXSSzsl6PL, 5712408]
[contact-info, [678.0, 527.0, 596.0, 36.0], ncQ9FLxWJd, 5712408]
[contact-info, [678.0, 563.0, 596.0, 36.0], ncQ9FLxWJd, 5712408]
[contact-info, [678.0, 599.0, 596.0, 36.0], ncQ9FLxWJd, 5712408]
[contact-info, [678.0, 635.0, 596.0, 36.0], ncQ9FLxWJd, 5712408]
[contact-info, [678.0, 671.0, 596.0, 36.0], ncQ9FLxWJd, 5712408]
[contact-info, [678.0, 707.0, 596.0, 36.0], ncQ9FLxWJd, 5712408]
[contact-info, [678.0, 743.0, 596.0, 36.0], ncQ9FLxWJd, 5712408]
[contact-info, [678.0, 779.0, 596.0, 36.0], ncQ9FLxWJd, 5712408]
[contact-info, [678.0, 815.0, 596.0, 36.0], ncQ9FLxWJd, 5712408]
[section-title, [367.0, 632.0, 284.0, 49.5], 0sgWQHSw0z, 5712408]
[website-link, [382.0, 720.0, 257.0, 18.0], nPCKGjEeKw, 5712408]
[website-link, [382.0, 738.0, 257.0, 18.0], nPCKGjEeKw, 5712408]
[contact-info, [58.0, 761.0, 600.0, 36.0], OCqL9TlJzP, 5712408]
[contact-info, [58.0, 797.0, 600.0, 36.0], OCqL9TlJzP, 5712408]
[section-title, [687.0, 896.0, 587.0, 49.5], -TvY3XYuW1, 5712408]
[section-title, [687.0, 945.5, 587.0, 49.5], -TvY3XYuW1, 5712408]
[section-title, [58.0, 898.0, 603.0, 49.5], 2BTXDNy6iI, 5712408]
[section-title, [58.0, 947.5, 603.0, 49.5], 2BTXDNy6iI, 5712408]
[section-title, [103.0, 1014.0, 530.0, 49.5], 0RosR6AySw, 5712408]
[section-title, [103.0, 1063.5, 530.0, 49.5], 0RosR6AySw, 5712408]
[section-title, [681.0, 1016.0, 593.0, 49.5], T4_kNUc0Ux, 5712408]
[paragraph, [692.0, 1368.0, 574.0, 36.0], sd_02z3eGt, 5712408]
[paragraph, [692.0, 1404.0, 574.0, 36.0], sd_02z3eGt, 5712408]
[paragraph, [692.0, 1440.0, 574.0, 36.0], sd_02z3eGt, 5712408]
[paragraph, [692.0, 1476.0, 574.0, 36.0], sd_02z3eGt, 5712408]
[paragraph, [692.0, 1512.0, 574.0, 36.0], sd_02z3eGt, 5712408]
[section-title, [62.0, 1391.0, 601.0, 49.5], Ym3mnYevOo, 5712408]
[section-title, [62.0, 1440.5, 601.0, 49.5], Ym3mnYevOo, 5712408]
[section-title, [62.0, 1490.0, 601.0, 49.5], Ym3mnYevOo, 5712408]
[contact-info, [58.0, 1555.0, 604.0, 36.0], Td8nFICm06, 5712408]
[contact-info, [58.0, 1591.0, 604.0, 36.0], Td8nFICm06, 5712408]
[contact-info, [58.0, 1627.0, 604.0, 36.0], Td8nFICm06, 5712408]
[contact-info, [58.0, 1663.0, 604.0, 36.0], Td8nFICm06, 5712408]
[contact-info, [670.0, 1563.0, 604.0, 36.0], sHDfgWdnjS, 5712408]
[contact-info, [670.0, 1599.0, 604.0, 36.0], sHDfgWdnjS, 5712408]
[contact-info, [670.0, 1635.0, 604.0, 36.0], sHDfgWdnjS, 5712408]
[contact-info, [670.0, 1671.0, 604.0, 36.0], sHDfgWdnjS, 5712408]
