[591, 402]
[section-title, [93.0, 137.0, 216.0, 30.0], yek5ZAcqiM, 6494916]
[paragraph, [42.0, 189.0, 319.0, 18.0], XS4AMIL2pR, 6494916]
[paragraph, [42.0, 207.0, 319.0, 18.0], XS4AMIL2pR, 6494916]
[paragraph, [42.0, 225.0, 319.0, 18.0], XS4AMIL2pR, 6494916]
[paragraph, [42.0, 243.0, 319.0, 18.0], XS4AMIL2pR, 6494916]
[paragraph, [42.0, 261.0, 319.0, 18.0], XS4AMIL2pR, 6494916]
[paragraph, [43.0, 293.0, 313.0, 18.0], UV_YzaULog, 6494916]
[paragraph, [43.0, 311.0, 313.0, 18.0], UV_YzaULog, 6494916]
[paragraph, [43.0, 329.0, 313.0, 18.0], UV_YzaULog, 6494916]
[paragraph, [43.0, 347.0, 313.0, 18.0], UV_YzaULog, 6494916]
[paragraph, [48.0, 375.0, 310.0, 18.0], qDH3DXuK4u, 6494916]
[paragraph, [48.0, 393.0, 310.0, 18.0], qDH3DXuK4u, 6494916]
[paragraph, [48.0, 411.0, 310.0, 18.0], qDH3DXuK4u, 6494916]
[paragraph, [48.0, 429.0, 310.0, 18.0], qDH3DXuK4u, 6494916]
[paragraph, [48.0, 447.0, 310.0, 18.0], qDH3DXuK4u, 6494916]
[paragraph, [51.0, 482.0, 310.0, 18.0], 4-AY4DVJ5i, 6494916]
[paragraph, [51.0, 500.0, 310.0, 18.0], 4-AY4DVJ5i, 6494916]
[paragraph, [51.0, 518.0, 310.0, 18.0], 4-AY4DVJ5i, 6494916]
