[2339, 1653]
[paragraph, [386.0, 194.0, 1074.0, 36.0], shoonya_3sANAFSBDGMBGC, 5733878]
[paragraph, [386.0, 230.0, 1074.0, 36.0], shoonya_3sANAFSBDGMBGC, 5733878]
[paragraph, [386.0, 266.0, 1074.0, 36.0], shoonya_3sANAFSBDGMBGC, 5733878]
[paragraph, [386.0, 302.0, 1074.0, 36.0], shoonya_3sANAFSBDGMBGC, 5733878]
[paragraph, [386.0, 338.0, 1074.0, 36.0], shoonya_3sANAFSBDGMBGC, 5733878]
[paragraph, [386.0, 374.0, 1074.0, 36.0], shoonya_3sANAFSBDGMBGC, 5733878]
[paragraph, [390.0, 433.0, 1075.0, 36.0], shoonya_4sQWY4TAGXD6ML, 5733878]
[paragraph, [390.0, 469.0, 1075.0, 36.0], shoonya_4sQWY4TAGXD6ML, 5733878]
[paragraph, [390.0, 505.0, 1075.0, 36.0], shoonya_4sQWY4TAGXD6ML, 5733878]
[paragraph, [390.0, 541.0, 1075.0, 36.0], shoonya_4sQWY4TAGXD6ML, 5733878]
[paragraph, [390.0, 577.0, 1075.0, 36.0], shoonya_4sQWY4TAGXD6ML, 5733878]
[paragraph, [390.0, 613.0, 1075.0, 36.0], shoonya_4sQWY4TAGXD6ML, 5733878]
[paragraph, [390.0, 649.0, 1075.0, 36.0], shoonya_4sQWY4TAGXD6ML, 5733878]
[paragraph, [390.0, 685.0, 1075.0, 36.0], shoonya_4sQWY4TAGXD6ML, 5733878]
[paragraph, [390.0, 721.0, 1075.0, 36.0], shoonya_4sQWY4TAGXD6ML, 5733878]
[paragraph, [490.0, 783.0, 144.0, 36.0], shoonya_2sGPC737VRCX73, 5733878]
[paragraph, [389.0, 841.0, 1078.0, 36.0], shoonya_0sEMY45OCBABYY, 5733878]
[paragraph, [389.0, 877.0, 1078.0, 36.0], shoonya_0sEMY45OCBABYY, 5733878]
[paragraph, [389.0, 913.0, 1078.0, 36.0], shoonya_0sEMY45OCBABYY, 5733878]
[paragraph, [389.0, 949.0, 1078.0, 36.0], shoonya_0sEMY45OCBABYY, 5733878]
[paragraph, [389.0, 985.0, 1078.0, 36.0], shoonya_0sEMY45OCBABYY, 5733878]
[paragraph, [389.0, 1021.0, 1078.0, 36.0], shoonya_0sEMY45OCBABYY, 5733878]
[paragraph, [389.0, 1057.0, 1078.0, 36.0], shoonya_0sEMY45OCBABYY, 5733878]
[paragraph, [389.0, 1093.0, 1078.0, 36.0], shoonya_0sEMY45OCBABYY, 5733878]
[paragraph, [389.0, 1129.0, 1078.0, 36.0], shoonya_0sEMY45OCBABYY, 5733878]
[paragraph, [387.0, 1187.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1223.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1259.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1295.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1331.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1367.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1403.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1439.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1475.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1511.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1547.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1583.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1619.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1655.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1691.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1727.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1763.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1799.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1835.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [387.0, 1871.0, 1072.0, 36.0], shoonya_1sEQXFXHA8SW2E, 5733878]
[paragraph, [388.0, 1944.0, 1069.0, 36.0], shoonya_5sRZSSCBJEOB2J, 5733878]
[paragraph, [388.0, 1980.0, 1069.0, 36.0], shoonya_5sRZSSCBJEOB2J, 5733878]
[paragraph, [388.0, 2016.0, 1069.0, 36.0], shoonya_5sRZSSCBJEOB2J, 5733878]
[paragraph, [388.0, 2052.0, 1069.0, 36.0], shoonya_5sRZSSCBJEOB2J, 5733878]
[folio, [1050.0, 2180.0, 334.0, 36.0], I0GVxm38YN, 5733878]
