[3509, 2480]
[paragraph, [369.0, 386.0, 1768.0, 52.5], shoonya_2s0SK7H0EBV0XR, 5723879]
[paragraph, [369.0, 438.5, 1768.0, 52.5], shoonya_2s0SK7H0EBV0XR, 5723879]
[paragraph, [369.0, 491.0, 1768.0, 52.5], shoonya_2s0SK7H0EBV0XR, 5723879]
[paragraph, [369.0, 543.5, 1768.0, 52.5], shoonya_2s0SK7H0EBV0XR, 5723879]
[paragraph, [369.0, 596.0, 1768.0, 52.5], shoonya_2s0SK7H0EBV0XR, 5723879]
[paragraph, [369.0, 648.5, 1768.0, 52.5], shoonya_2s0SK7H0EBV0XR, 5723879]
[paragraph, [368.0, 747.0, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 799.5, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 852.0, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 904.5, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 957.0, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1009.5, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1062.0, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1114.5, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1167.0, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1219.5, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1272.0, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1324.5, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1377.0, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1429.5, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1482.0, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1534.5, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1587.0, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1639.5, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1692.0, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1744.5, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1797.0, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1849.5, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [368.0, 1902.0, 1763.0, 52.5], shoonya_1sLV96Z4WKN0OA, 5723879]
[paragraph, [359.0, 1996.0, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2048.5, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2101.0, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2153.5, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2206.0, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2258.5, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2311.0, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2363.5, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2416.0, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2468.5, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2521.0, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2573.5, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2626.0, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2678.5, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2731.0, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2783.5, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2836.0, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2888.5, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2941.0, 1773.0, 52.5], bugIWDFef_, 5723879]
[paragraph, [359.0, 2993.5, 1773.0, 52.5], bugIWDFef_, 5723879]
