[1275, 750]
[folio, [284.0, 77.0, 199.0, 18.0], _q_HceEgHF, 5767711]
[folio, [284.0, 95.0, 199.0, 18.0], _q_HceEgHF, 5767711]
[folio, [284.0, 113.0, 199.0, 18.0], _q_HceEgHF, 5767711]
[paragraph, [56.0, 150.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 168.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 186.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 204.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 222.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 240.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 258.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 276.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 294.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 312.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 330.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 348.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 366.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 384.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[paragraph, [56.0, 402.0, 632.0, 18.0], C7ETCW2sjc, 5767711]
[section-title, [140.0, 449.0, 476.0, 30.0], jEjnHeUaY5, 5767711]
[ordered-list, [52.0, 516.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 534.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 552.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 570.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 588.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 606.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 624.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 642.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 660.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 678.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 696.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 714.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 732.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 750.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 768.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 786.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 804.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 822.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 840.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 858.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 876.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 894.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 912.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 930.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 948.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 966.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 984.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 1002.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 1020.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 1038.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 1056.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 1074.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 1092.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 1110.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 1128.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
[ordered-list, [52.0, 1146.0, 642.0, 18.0], shoonya_1sRCEFX5F1HRFB, 5767711]
