[1654, 1241]
[paragraph, [121.0, 85.0, 1035.0, 36.0], shoonya_0sH638WSN8CUN4, 6468113]
[paragraph, [127.0, 167.0, 1036.0, 36.0], WMNoGmHDW3, 6468113]
[paragraph, [127.0, 203.0, 1036.0, 36.0], WMNoGmHDW3, 6468113]
[paragraph, [127.0, 239.0, 1036.0, 36.0], WMNoGmHDW3, 6468113]
[paragraph, [127.0, 275.0, 1036.0, 36.0], WMNoGmHDW3, 6468113]
[paragraph, [127.0, 311.0, 1036.0, 36.0], WMNoGmHDW3, 6468113]
[paragraph, [127.0, 379.0, 1034.0, 36.0], FKxgJIusdQ, 6468113]
[paragraph, [127.0, 415.0, 1034.0, 36.0], FKxgJIusdQ, 6468113]
[paragraph, [127.0, 451.0, 1034.0, 36.0], FKxgJIusdQ, 6468113]
[paragraph, [127.0, 487.0, 1034.0, 36.0], FKxgJIusdQ, 6468113]
[paragraph, [127.0, 523.0, 1034.0, 36.0], FKxgJIusdQ, 6468113]
[paragraph, [127.0, 635.0, 1033.0, 36.0], EoJu0J5rB_, 6468113]
[paragraph, [127.0, 671.0, 1033.0, 36.0], EoJu0J5rB_, 6468113]
[paragraph, [127.0, 707.0, 1033.0, 36.0], EoJu0J5rB_, 6468113]
[paragraph, [127.0, 743.0, 1033.0, 36.0], EoJu0J5rB_, 6468113]
[paragraph, [127.0, 779.0, 1033.0, 36.0], EoJu0J5rB_, 6468113]
[paragraph, [127.0, 815.0, 1033.0, 36.0], EoJu0J5rB_, 6468113]
[paragraph, [127.0, 851.0, 1033.0, 36.0], EoJu0J5rB_, 6468113]
[paragraph, [127.0, 887.0, 1033.0, 36.0], EoJu0J5rB_, 6468113]
[ordered-list, [75.0, 982.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1018.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1054.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1090.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1126.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1162.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1198.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1234.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1270.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1306.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1342.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1378.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1414.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1450.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[ordered-list, [75.0, 1486.0, 1117.0, 36.0], OusiHRpDS-, 6468113]
[sub-unordered-list, [124.0, 1021.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1039.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1057.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1075.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1093.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1111.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1129.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1147.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1165.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1183.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1201.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1219.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1237.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1255.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1273.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1291.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1309.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1327.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [124.0, 1345.0, 1045.0, 18.0], shoonya_1sDDXAK2N9B1XY, 6468113]
[sub-unordered-list, [120.0, 1412.0, 1050.0, 18.0], 9HZfSyJ42L, 6468113]
[sub-unordered-list, [120.0, 1430.0, 1050.0, 18.0], 9HZfSyJ42L, 6468113]
[sub-unordered-list, [120.0, 1448.0, 1050.0, 18.0], 9HZfSyJ42L, 6468113]
[sub-unordered-list, [120.0, 1466.0, 1050.0, 18.0], 9HZfSyJ42L, 6468113]
