[1267, 753]
[folio, [333.0, 68.0, 76.0, 18.0], Ct75Go3Pl3, 5699629]
[paragraph, [76.0, 121.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 139.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 157.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 175.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 193.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 211.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 229.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 247.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 265.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 283.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 301.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 319.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 337.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 355.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 373.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 391.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 409.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 427.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 445.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 463.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 481.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 499.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 517.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 535.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [76.0, 553.0, 592.0, 18.0], shoonya_1sAT8T53PIP02E, 5699629]
[paragraph, [78.0, 591.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 609.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 627.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 645.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 663.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 681.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 699.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 717.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 735.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 753.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 771.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 789.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 807.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 825.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 843.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 861.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 879.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 897.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 915.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 933.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 951.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 969.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 987.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 1005.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 1023.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 1041.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 1059.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 1077.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 1095.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 1113.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
[paragraph, [78.0, 1131.0, 594.0, 18.0], shoonya_0sFF532STCF7D4, 5699629]
