[3508, 2481]
[contact-info, [700.0, 102.0, 1088.0, 52.5], PL-qxacYMw, 6491088]
[contact-info, [700.0, 154.5, 1088.0, 52.5], PL-qxacYMw, 6491088]
[contact-info, [220.0, 266.0, 789.0, 52.5], shoonya_4sTIIB9WOMVJ78, 6491088]
[contact-info, [220.0, 318.5, 789.0, 52.5], shoonya_4sTIIB9WOMVJ78, 6491088]
[contact-info, [220.0, 371.0, 789.0, 52.5], shoonya_4sTIIB9WOMVJ78, 6491088]
[contact-info, [1539.0, 274.0, 693.0, 52.5], shoonya_5s84OTXESJBP2D, 6491088]
[contact-info, [1539.0, 326.5, 693.0, 52.5], shoonya_5s84OTXESJBP2D, 6491088]
[contact-info, [1539.0, 379.0, 693.0, 52.5], shoonya_5s84OTXESJBP2D, 6491088]
[website-link, [1752.0, 340.0, 409.0, 18.0], lLrVhIDdbD, 6491088]
[website-link, [1752.0, 358.0, 409.0, 18.0], lLrVhIDdbD, 6491088]
[website-link, [1752.0, 376.0, 409.0, 18.0], lLrVhIDdbD, 6491088]
[website-link, [1789.0, 405.0, 431.0, 18.0], ix1uUmbu23, 6491088]
[website-link, [1789.0, 423.0, 431.0, 18.0], ix1uUmbu23, 6491088]
[headline, [1066.0, 511.0, 322.0, 52.5], zN9ZKF8Aw3, 6491088]
[headline, [1066.0, 563.5, 322.0, 52.5], zN9ZKF8Aw3, 6491088]
[sub-headline, [229.0, 734.0, 1203.0, 73.5], FOwsfrGwb8, 6491088]
[placeholder-text, [2005.0, 959.0, 236.0, 18.0], 6F-FbfCQTJ, 6491088]
[placeholder-text, [2005.0, 977.0, 236.0, 18.0], 6F-FbfCQTJ, 6491088]
[placeholder-text, [2005.0, 995.0, 236.0, 18.0], 6F-FbfCQTJ, 6491088]
[placeholder-text, [2005.0, 1013.0, 236.0, 18.0], 6F-FbfCQTJ, 6491088]
[placeholder-text, [2005.0, 1031.0, 236.0, 18.0], 6F-FbfCQTJ, 6491088]
[paragraph, [218.0, 1252.0, 463.0, 52.5], shoonya_3sWWVYVHPN6KJS, 6491088]
[paragraph, [211.0, 1364.0, 2080.0, 52.5], shoonya_1s58ET679HB54P, 6491088]
[paragraph, [211.0, 1416.5, 2080.0, 52.5], shoonya_1s58ET679HB54P, 6491088]
[paragraph, [211.0, 1469.0, 2080.0, 52.5], shoonya_1s58ET679HB54P, 6491088]
[paragraph, [211.0, 1521.5, 2080.0, 52.5], shoonya_1s58ET679HB54P, 6491088]
[paragraph, [211.0, 1574.0, 2080.0, 52.5], shoonya_1s58ET679HB54P, 6491088]
[paragraph, [211.0, 1626.5, 2080.0, 52.5], shoonya_1s58ET679HB54P, 6491088]
[ordered-list, [272.0, 1774.0, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[ordered-list, [272.0, 1826.5, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[ordered-list, [272.0, 1879.0, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[ordered-list, [272.0, 1931.5, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[ordered-list, [272.0, 1984.0, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[ordered-list, [272.0, 2036.5, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[ordered-list, [272.0, 2089.0, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[ordered-list, [272.0, 2141.5, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[ordered-list, [272.0, 2194.0, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[ordered-list, [272.0, 2246.5, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[ordered-list, [272.0, 2299.0, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[ordered-list, [272.0, 2351.5, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[ordered-list, [272.0, 2404.0, 2041.0, 52.5], shoonya_2sKVCH6ODB7OWW, 6491088]
[contact-info, [1785.0, 2837.0, 472.0, 52.5], shoonya_7sTJ51CUCKM316, 6491088]
[contact-info, [991.0, 3265.0, 514.0, 52.5], shoonya_6s9FTSQ4VKU2EU, 6491088]
[contact-info, [991.0, 3317.5, 514.0, 52.5], shoonya_6s9FTSQ4VKU2EU, 6491088]
