[1755, 1241]
[chapter-title, [488.0, 113.0, 251.0, 58.5], gItfq6AcUD, 5709399]
[paragraph, [141.0, 280.0, 958.0, 36.0], shoonya_1sNLL03GEHFQEV, 5709399]
[paragraph, [141.0, 316.0, 958.0, 36.0], shoonya_1sNLL03GEHFQEV, 5709399]
[paragraph, [141.0, 352.0, 958.0, 36.0], shoonya_1sNLL03GEHFQEV, 5709399]
[paragraph, [141.0, 388.0, 958.0, 36.0], shoonya_1sNLL03GEHFQEV, 5709399]
[paragraph, [141.0, 424.0, 958.0, 36.0], shoonya_1sNLL03GEHFQEV, 5709399]
[paragraph, [141.0, 460.0, 958.0, 36.0], shoonya_1sNLL03GEHFQEV, 5709399]
[paragraph, [141.0, 496.0, 958.0, 36.0], shoonya_1sNLL03GEHFQEV, 5709399]
[paragraph, [140.0, 538.0, 958.0, 36.0], shoonya_2sZLBZ66O20QI5, 5709399]
[paragraph, [140.0, 574.0, 958.0, 36.0], shoonya_2sZLBZ66O20QI5, 5709399]
[paragraph, [140.0, 610.0, 958.0, 36.0], shoonya_2sZLBZ66O20QI5, 5709399]
[paragraph, [140.0, 646.0, 958.0, 36.0], shoonya_2sZLBZ66O20QI5, 5709399]
[paragraph, [140.0, 682.0, 958.0, 36.0], shoonya_2sZLBZ66O20QI5, 5709399]
[paragraph, [140.0, 718.0, 958.0, 36.0], shoonya_2sZLBZ66O20QI5, 5709399]
[paragraph, [140.0, 754.0, 958.0, 36.0], shoonya_2sZLBZ66O20QI5, 5709399]
[paragraph, [139.0, 846.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [139.0, 882.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [139.0, 918.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [139.0, 954.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [139.0, 990.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [139.0, 1026.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [139.0, 1062.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [139.0, 1098.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [139.0, 1134.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [139.0, 1170.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [139.0, 1206.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [139.0, 1242.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [139.0, 1278.0, 956.0, 36.0], shoonya_0sKCZCNG2T2F5E, 5709399]
[paragraph, [143.0, 1403.0, 958.0, 36.0], shoonya_3sLBXHTUDKQX0A, 5709399]
[paragraph, [143.0, 1439.0, 958.0, 36.0], shoonya_3sLBXHTUDKQX0A, 5709399]
[paragraph, [143.0, 1475.0, 958.0, 36.0], shoonya_3sLBXHTUDKQX0A, 5709399]
[paragraph, [143.0, 1511.0, 958.0, 36.0], shoonya_3sLBXHTUDKQX0A, 5709399]
[paragraph, [143.0, 1547.0, 958.0, 36.0], shoonya_3sLBXHTUDKQX0A, 5709399]
[paragraph, [143.0, 1583.0, 958.0, 36.0], shoonya_3sLBXHTUDKQX0A, 5709399]
