[1518, 1075]
[headline, [336.0, 271.0, 646.0, 37.5], shoonya_4sWPQBOJ8HPCNR, 5722880]
[headline, [336.0, 308.5, 646.0, 37.5], shoonya_4sWPQBOJ8HPCNR, 5722880]
[sub-headline, [333.0, 350.0, 566.0, 36.0], shoonya_12s63AJMQXJD8O, 5722880]
[paragraph, [115.0, 444.0, 425.0, 36.0], shoonya_2sUVSZNQYQKCCS, 5722880]
[paragraph, [115.0, 480.0, 425.0, 36.0], shoonya_2sUVSZNQYQKCCS, 5722880]
[paragraph, [115.0, 516.0, 425.0, 36.0], shoonya_2sUVSZNQYQKCCS, 5722880]
[paragraph, [115.0, 552.0, 425.0, 36.0], shoonya_2sUVSZNQYQKCCS, 5722880]
[paragraph, [557.0, 447.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 483.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 519.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 555.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 591.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 627.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 663.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 699.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 735.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 771.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 807.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 843.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 879.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 915.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 951.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 987.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [557.0, 1023.0, 429.0, 36.0], shoonya_0sH2LWTPME5O5H, 5722880]
[paragraph, [114.0, 615.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [114.0, 651.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [114.0, 687.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [114.0, 723.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [114.0, 759.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [114.0, 795.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [114.0, 831.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [114.0, 867.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [114.0, 903.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [114.0, 939.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [114.0, 975.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [114.0, 1011.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [114.0, 1047.0, 425.0, 36.0], shoonya_1sGPWWUA50JL3L, 5722880]
[paragraph, [596.0, 1067.0, 296.0, 36.0], shoonya_10s7P2AQBCY2A3, 5722880]
[paragraph, [596.0, 1103.0, 296.0, 36.0], shoonya_10s7P2AQBCY2A3, 5722880]
[paragraph, [596.0, 1139.0, 296.0, 36.0], shoonya_10s7P2AQBCY2A3, 5722880]
[paragraph, [114.0, 1102.0, 426.0, 36.0], shoonya_3s5ER18W4ULPJZ, 5722880]
[paragraph, [114.0, 1138.0, 426.0, 36.0], shoonya_3s5ER18W4ULPJZ, 5722880]
[paragraph, [114.0, 1174.0, 426.0, 36.0], shoonya_3s5ER18W4ULPJZ, 5722880]
[paragraph, [114.0, 1210.0, 426.0, 36.0], shoonya_3s5ER18W4ULPJZ, 5722880]
[paragraph, [114.0, 1246.0, 426.0, 36.0], shoonya_3s5ER18W4ULPJZ, 5722880]
[paragraph, [114.0, 1282.0, 426.0, 36.0], shoonya_3s5ER18W4ULPJZ, 5722880]
[paragraph, [560.0, 1207.0, 425.0, 36.0], shoonya_6sZICKZJFSN3T2, 5722880]
[paragraph, [560.0, 1243.0, 425.0, 36.0], shoonya_6sZICKZJFSN3T2, 5722880]
[paragraph, [560.0, 1279.0, 425.0, 36.0], shoonya_6sZICKZJFSN3T2, 5722880]
[folio, [259.0, 1350.0, 580.0, 36.0], shoonya_11sYWFZT5DBU3T, 5722880]
[folio, [194.0, 1389.0, 296.0, 36.0], shoonya_14s86BU3I2OYGN, 5722880]
