[3509, 2480]
[paragraph, [362.0, 396.0, 1763.0, 52.5], oSDhwhfAV3, 5724523]
[paragraph, [362.0, 448.5, 1763.0, 52.5], oSDhwhfAV3, 5724523]
[paragraph, [362.0, 501.0, 1763.0, 52.5], oSDhwhfAV3, 5724523]
[paragraph, [362.0, 553.5, 1763.0, 52.5], oSDhwhfAV3, 5724523]
[paragraph, [362.0, 606.0, 1763.0, 52.5], oSDhwhfAV3, 5724523]
[paragraph, [368.0, 726.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 778.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 831.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 883.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 936.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 988.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1041.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1093.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1146.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1198.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1251.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1303.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1356.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1408.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1461.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1513.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1566.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1618.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1671.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1723.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1776.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1828.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1881.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1933.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 1986.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 2038.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 2091.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 2143.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 2196.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 2248.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 2301.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 2353.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 2406.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 2458.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 2511.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 2563.5, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [368.0, 2616.0, 1753.0, 52.5], shoonya_0s0V7W5VZEE1DS, 5724523]
[paragraph, [367.0, 2865.0, 1764.0, 52.5], shoonya_3sZK7U8VVSJXZA, 5724523]
[paragraph, [367.0, 2917.5, 1764.0, 52.5], shoonya_3sZK7U8VVSJXZA, 5724523]
[paragraph, [367.0, 2970.0, 1764.0, 52.5], shoonya_3sZK7U8VVSJXZA, 5724523]
[paragraph, [367.0, 3022.5, 1764.0, 52.5], shoonya_3sZK7U8VVSJXZA, 5724523]
[paragraph, [367.0, 3075.0, 1764.0, 52.5], shoonya_3sZK7U8VVSJXZA, 5724523]
