[1518, 1075]
[folio, [549.0, 114.0, 85.0, 36.0], shoonya_11sV9NDQ7H7SL1, 5722534]
[headline, [333.0, 281.0, 622.0, 37.5], shoonya_4sOALBXHJ2Q6KU, 5722534]
[headline, [333.0, 318.5, 622.0, 37.5], shoonya_4sOALBXHJ2Q6KU, 5722534]
[headline, [333.0, 356.0, 622.0, 37.5], shoonya_4sOALBXHJ2Q6KU, 5722534]
[paragraph, [558.0, 422.0, 426.0, 36.0], shoonya_3sGSXW9U4177GL, 5722534]
[paragraph, [558.0, 458.0, 426.0, 36.0], shoonya_3sGSXW9U4177GL, 5722534]
[paragraph, [558.0, 494.0, 426.0, 36.0], shoonya_3sGSXW9U4177GL, 5722534]
[paragraph, [558.0, 530.0, 426.0, 36.0], shoonya_3sGSXW9U4177GL, 5722534]
[paragraph, [558.0, 566.0, 426.0, 36.0], shoonya_3sGSXW9U4177GL, 5722534]
[paragraph, [558.0, 602.0, 426.0, 36.0], shoonya_3sGSXW9U4177GL, 5722534]
[paragraph, [558.0, 638.0, 426.0, 36.0], shoonya_3sGSXW9U4177GL, 5722534]
[paragraph, [558.0, 674.0, 426.0, 36.0], shoonya_3sGSXW9U4177GL, 5722534]
[paragraph, [114.0, 427.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [114.0, 463.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [114.0, 499.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [114.0, 535.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [114.0, 571.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [114.0, 607.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [114.0, 643.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [114.0, 679.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [114.0, 715.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [114.0, 751.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [114.0, 787.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [114.0, 823.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [114.0, 859.0, 426.0, 36.0], shoonya_0sZWU4X7O9UP3W, 5722534]
[paragraph, [558.0, 720.0, 426.0, 36.0], shoonya_1sGJ5VI52CRPYZ, 5722534]
[paragraph, [558.0, 756.0, 426.0, 36.0], shoonya_1sGJ5VI52CRPYZ, 5722534]
[paragraph, [558.0, 792.0, 426.0, 36.0], shoonya_1sGJ5VI52CRPYZ, 5722534]
[paragraph, [558.0, 828.0, 426.0, 36.0], shoonya_1sGJ5VI52CRPYZ, 5722534]
[paragraph, [558.0, 864.0, 426.0, 36.0], shoonya_1sGJ5VI52CRPYZ, 5722534]
[paragraph, [558.0, 900.0, 426.0, 36.0], shoonya_1sGJ5VI52CRPYZ, 5722534]
[paragraph, [558.0, 936.0, 426.0, 36.0], shoonya_1sGJ5VI52CRPYZ, 5722534]
[paragraph, [558.0, 972.0, 426.0, 36.0], shoonya_1sGJ5VI52CRPYZ, 5722534]
[paragraph, [558.0, 1008.0, 426.0, 36.0], shoonya_1sGJ5VI52CRPYZ, 5722534]
[paragraph, [558.0, 1044.0, 426.0, 36.0], shoonya_1sGJ5VI52CRPYZ, 5722534]
[paragraph, [108.0, 932.0, 436.0, 36.0], shoonya_2sCV5FBHPOBLVE, 5722534]
[paragraph, [108.0, 968.0, 436.0, 36.0], shoonya_2sCV5FBHPOBLVE, 5722534]
[paragraph, [108.0, 1004.0, 436.0, 36.0], shoonya_2sCV5FBHPOBLVE, 5722534]
[paragraph, [108.0, 1040.0, 436.0, 36.0], shoonya_2sCV5FBHPOBLVE, 5722534]
[paragraph, [108.0, 1076.0, 436.0, 36.0], shoonya_2sCV5FBHPOBLVE, 5722534]
[paragraph, [108.0, 1112.0, 436.0, 36.0], shoonya_2sCV5FBHPOBLVE, 5722534]
[paragraph, [108.0, 1148.0, 436.0, 36.0], shoonya_2sCV5FBHPOBLVE, 5722534]
[paragraph, [108.0, 1184.0, 436.0, 36.0], shoonya_2sCV5FBHPOBLVE, 5722534]
[paragraph, [108.0, 1220.0, 436.0, 36.0], shoonya_2sCV5FBHPOBLVE, 5722534]
[paragraph, [108.0, 1256.0, 436.0, 36.0], shoonya_2sCV5FBHPOBLVE, 5722534]
[paragraph, [108.0, 1292.0, 436.0, 36.0], shoonya_2sCV5FBHPOBLVE, 5722534]
[paragraph, [558.0, 1095.0, 427.0, 36.0], shoonya_5sLN067197UDSH, 5722534]
[paragraph, [558.0, 1131.0, 427.0, 36.0], shoonya_5sLN067197UDSH, 5722534]
[paragraph, [558.0, 1167.0, 427.0, 36.0], shoonya_5sLN067197UDSH, 5722534]
[paragraph, [558.0, 1203.0, 427.0, 36.0], shoonya_5sLN067197UDSH, 5722534]
[paragraph, [558.0, 1239.0, 427.0, 36.0], shoonya_5sLN067197UDSH, 5722534]
[paragraph, [558.0, 1275.0, 427.0, 36.0], shoonya_5sLN067197UDSH, 5722534]
[footnote, [240.0, 1336.0, 610.0, 36.0], rAdBwev4AF, 5722534]
[folio, [191.0, 1384.0, 426.0, 36.0], shoonya_8sFP0S56CJ8V45, 5722534]
