[1387, 987]
[paragraph, [67.0, 66.0, 795.0, 18.0], shoonya_0sKTL069VXDJAL, 5652400]
[paragraph, [67.0, 84.0, 795.0, 18.0], shoonya_0sKTL069VXDJAL, 5652400]
[paragraph, [67.0, 102.0, 795.0, 18.0], shoonya_0sKTL069VXDJAL, 5652400]
[paragraph, [67.0, 120.0, 795.0, 18.0], shoonya_0sKTL069VXDJAL, 5652400]
[paragraph, [67.0, 138.0, 795.0, 18.0], shoonya_0sKTL069VXDJAL, 5652400]
[paragraph, [67.0, 156.0, 795.0, 18.0], shoonya_0sKTL069VXDJAL, 5652400]
[paragraph, [67.0, 174.0, 795.0, 18.0], shoonya_0sKTL069VXDJAL, 5652400]
[paragraph, [67.0, 192.0, 795.0, 18.0], shoonya_0sKTL069VXDJAL, 5652400]
[paragraph, [151.0, 216.0, 421.0, 18.0], QE2OXjrMKq, 5652400]
[paragraph, [151.0, 234.0, 421.0, 18.0], QE2OXjrMKq, 5652400]
[paragraph, [151.0, 252.0, 421.0, 18.0], QE2OXjrMKq, 5652400]
[paragraph, [151.0, 270.0, 421.0, 18.0], QE2OXjrMKq, 5652400]
[paragraph, [66.0, 336.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 354.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 372.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 390.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 408.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 426.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 444.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 462.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 480.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 498.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 516.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 534.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 552.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 570.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 588.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 606.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 624.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 642.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 660.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 678.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 696.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [66.0, 714.0, 844.0, 18.0], TnPtcGo1We, 5652400]
[paragraph, [70.0, 749.0, 846.0, 18.0], QE5zmR5IxC, 5652400]
[paragraph, [70.0, 767.0, 846.0, 18.0], QE5zmR5IxC, 5652400]
[paragraph, [70.0, 785.0, 846.0, 18.0], QE5zmR5IxC, 5652400]
[paragraph, [70.0, 803.0, 846.0, 18.0], QE5zmR5IxC, 5652400]
[paragraph, [70.0, 821.0, 846.0, 18.0], QE5zmR5IxC, 5652400]
[paragraph, [70.0, 839.0, 846.0, 18.0], QE5zmR5IxC, 5652400]
[paragraph, [70.0, 857.0, 846.0, 18.0], QE5zmR5IxC, 5652400]
[paragraph, [70.0, 875.0, 846.0, 18.0], QE5zmR5IxC, 5652400]
[paragraph, [70.0, 893.0, 846.0, 18.0], QE5zmR5IxC, 5652400]
[paragraph, [70.0, 911.0, 846.0, 18.0], QE5zmR5IxC, 5652400]
[paragraph, [39.0, 932.0, 803.0, 18.0], tYkUSRBpqs, 5652400]
[paragraph, [39.0, 950.0, 803.0, 18.0], tYkUSRBpqs, 5652400]
[paragraph, [39.0, 968.0, 803.0, 18.0], tYkUSRBpqs, 5652400]
[paragraph, [61.0, 997.0, 832.0, 18.0], vg2b1ZPFoZ, 5652400]
[paragraph, [61.0, 1015.0, 832.0, 18.0], vg2b1ZPFoZ, 5652400]
[paragraph, [61.0, 1033.0, 832.0, 18.0], vg2b1ZPFoZ, 5652400]
[paragraph, [61.0, 1051.0, 832.0, 18.0], vg2b1ZPFoZ, 5652400]
[paragraph, [61.0, 1069.0, 832.0, 18.0], vg2b1ZPFoZ, 5652400]
[paragraph, [61.0, 1087.0, 832.0, 18.0], vg2b1ZPFoZ, 5652400]
[paragraph, [61.0, 1105.0, 832.0, 18.0], vg2b1ZPFoZ, 5652400]
[paragraph, [61.0, 1123.0, 832.0, 18.0], vg2b1ZPFoZ, 5652400]
[paragraph, [61.0, 1141.0, 832.0, 18.0], vg2b1ZPFoZ, 5652400]
[paragraph, [61.0, 1159.0, 832.0, 18.0], vg2b1ZPFoZ, 5652400]
[paragraph, [61.0, 1177.0, 832.0, 18.0], vg2b1ZPFoZ, 5652400]
