[1754, 1241]
[sub-section-title, [490.0, 225.0, 193.0, 36.0], shoonya_12sNZUUNRSUIU0, 5781339]
[paragraph, [173.0, 371.0, 823.0, 36.0], shoonya_0sJUP9D30AVJ77, 5781339]
[paragraph, [173.0, 407.0, 823.0, 36.0], shoonya_0sJUP9D30AVJ77, 5781339]
[ordered-list, [164.0, 555.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 591.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 627.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 663.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 699.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 735.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 771.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 807.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 843.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 879.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 915.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 951.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 987.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 1023.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 1059.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 1095.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 1131.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[ordered-list, [164.0, 1167.0, 657.0, 36.0], WKLQ3mA6aJ, 5781339]
[sub-ordered-list, [178.0, 603.0, 303.0, 36.0], shoonya_3sOIK8WPODBF4K, 5781339]
[sub-ordered-list, [178.0, 639.0, 303.0, 36.0], shoonya_3sOIK8WPODBF4K, 5781339]
[sub-ordered-list, [178.0, 781.0, 574.0, 36.0], shoonya_2s5FYYY1GOPLIE, 5781339]
[sub-ordered-list, [178.0, 817.0, 574.0, 36.0], shoonya_2s5FYYY1GOPLIE, 5781339]
[sub-ordered-list, [179.0, 957.0, 397.0, 36.0], shoonya_4sVOS0P0AP9KD4, 5781339]
[sub-ordered-list, [179.0, 993.0, 397.0, 36.0], shoonya_4sVOS0P0AP9KD4, 5781339]
[sub-ordered-list, [179.0, 1105.0, 622.0, 36.0], shoonya_1sW8DWQ7Q3L4LG, 5781339]
[sub-ordered-list, [179.0, 1141.0, 622.0, 36.0], shoonya_1sW8DWQ7Q3L4LG, 5781339]
