[886, 1282]
[section-title, [82.0, 78.0, 806.0, 30.0], shoonya_2sRE83SKD4M3N8, 5719447]
[section-title, [82.0, 108.0, 806.0, 30.0], shoonya_2sRE83SKD4M3N8, 5719447]
[sub-section-title, [84.0, 156.0, 332.0, 25.5], 3YnHZ-nh3H, 5719447]
[figure-caption, [518.0, 203.0, 254.0, 18.0], R1rRmrX8qP, 5719447]
[figure-caption, [518.0, 221.0, 254.0, 18.0], R1rRmrX8qP, 5719447]
[figure-caption, [518.0, 239.0, 254.0, 18.0], R1rRmrX8qP, 5719447]
[figure-caption, [518.0, 257.0, 254.0, 18.0], R1rRmrX8qP, 5719447]
[figure-caption, [518.0, 275.0, 254.0, 18.0], R1rRmrX8qP, 5719447]
[figure-caption, [518.0, 293.0, 254.0, 18.0], R1rRmrX8qP, 5719447]
[figure-caption, [518.0, 311.0, 254.0, 18.0], R1rRmrX8qP, 5719447]
[figure-caption, [518.0, 329.0, 254.0, 18.0], R1rRmrX8qP, 5719447]
[figure-caption, [827.0, 203.0, 275.0, 18.0], Q4iuvad5zB, 5719447]
[figure-caption, [827.0, 221.0, 275.0, 18.0], Q4iuvad5zB, 5719447]
[figure-caption, [827.0, 239.0, 275.0, 18.0], Q4iuvad5zB, 5719447]
[figure-caption, [827.0, 257.0, 275.0, 18.0], Q4iuvad5zB, 5719447]
[figure-caption, [827.0, 275.0, 275.0, 18.0], Q4iuvad5zB, 5719447]
[figure-caption, [827.0, 293.0, 275.0, 18.0], Q4iuvad5zB, 5719447]
[website-link, [516.0, 252.0, 225.0, 18.0], r3C0QtWE9f, 5719447]
[figure-caption, [80.0, 316.0, 268.0, 18.0], 2r59Mbc5bm, 5719447]
[figure-caption, [80.0, 334.0, 268.0, 18.0], 2r59Mbc5bm, 5719447]
[figure-caption, [80.0, 352.0, 268.0, 18.0], 2r59Mbc5bm, 5719447]
[figure-caption, [80.0, 370.0, 268.0, 18.0], 2r59Mbc5bm, 5719447]
[figure-caption, [80.0, 388.0, 268.0, 18.0], 2r59Mbc5bm, 5719447]
[figure-caption, [80.0, 406.0, 268.0, 18.0], 2r59Mbc5bm, 5719447]
[figure-caption, [80.0, 424.0, 268.0, 18.0], 2r59Mbc5bm, 5719447]
[figure-caption, [806.0, 347.0, 308.0, 18.0], -FYzt1Nrbq, 5719447]
[figure-caption, [806.0, 365.0, 308.0, 18.0], -FYzt1Nrbq, 5719447]
[figure-caption, [806.0, 383.0, 308.0, 18.0], -FYzt1Nrbq, 5719447]
[figure-caption, [806.0, 401.0, 308.0, 18.0], -FYzt1Nrbq, 5719447]
[figure-caption, [806.0, 419.0, 308.0, 18.0], -FYzt1Nrbq, 5719447]
