[792, 612]
[paragraph, [232.0, 90.0, 148.0, 18.0], lplX9YAebS, 6516785]
[paragraph, [232.0, 108.0, 148.0, 18.0], lplX9YAebS, 6516785]
[paragraph, [232.0, 126.0, 148.0, 18.0], lplX9YAebS, 6516785]
[paragraph, [232.0, 144.0, 148.0, 18.0], lplX9YAebS, 6516785]
[paragraph, [232.0, 162.0, 148.0, 18.0], lplX9YAebS, 6516785]
[paragraph, [232.0, 180.0, 148.0, 18.0], lplX9YAebS, 6516785]
[paragraph, [232.0, 198.0, 148.0, 18.0], lplX9YAebS, 6516785]
[paragraph, [232.0, 216.0, 148.0, 18.0], lplX9YAebS, 6516785]
[paragraph, [232.0, 234.0, 148.0, 18.0], lplX9YAebS, 6516785]
[paragraph, [232.0, 252.0, 148.0, 18.0], lplX9YAebS, 6516785]
[paragraph, [409.0, 90.0, 152.0, 18.0], zmjSTn0GIb, 6516785]
[paragraph, [409.0, 108.0, 152.0, 18.0], zmjSTn0GIb, 6516785]
[paragraph, [409.0, 126.0, 152.0, 18.0], zmjSTn0GIb, 6516785]
[paragraph, [409.0, 144.0, 152.0, 18.0], zmjSTn0GIb, 6516785]
[paragraph, [409.0, 162.0, 152.0, 18.0], zmjSTn0GIb, 6516785]
[paragraph, [409.0, 180.0, 152.0, 18.0], zmjSTn0GIb, 6516785]
[paragraph, [409.0, 198.0, 152.0, 18.0], zmjSTn0GIb, 6516785]
[paragraph, [409.0, 216.0, 152.0, 18.0], zmjSTn0GIb, 6516785]
[paragraph, [409.0, 234.0, 152.0, 18.0], zmjSTn0GIb, 6516785]
[paragraph, [409.0, 252.0, 152.0, 18.0], zmjSTn0GIb, 6516785]
[paragraph, [409.0, 270.0, 152.0, 18.0], zmjSTn0GIb, 6516785]
[paragraph, [48.0, 92.0, 154.0, 18.0], aribq0FbYX, 6516785]
[paragraph, [48.0, 110.0, 154.0, 18.0], aribq0FbYX, 6516785]
[paragraph, [47.0, 155.0, 158.0, 18.0], uCjeZwN69F, 6516785]
[paragraph, [42.0, 190.0, 157.0, 18.0], 9qACEMcOyt, 6516785]
[paragraph, [49.0, 239.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 257.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 275.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 293.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 311.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 329.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 347.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 365.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 383.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 401.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 419.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 437.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 455.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [49.0, 473.0, 152.0, 18.0], 6KALOXKrMO, 6516785]
[paragraph, [228.0, 288.0, 153.0, 18.0], wts_gPJrRp, 6516785]
[paragraph, [228.0, 306.0, 153.0, 18.0], wts_gPJrRp, 6516785]
[paragraph, [228.0, 324.0, 153.0, 18.0], wts_gPJrRp, 6516785]
[paragraph, [228.0, 342.0, 153.0, 18.0], wts_gPJrRp, 6516785]
[paragraph, [228.0, 360.0, 153.0, 18.0], wts_gPJrRp, 6516785]
[paragraph, [428.0, 302.0, 124.0, 18.0], 921kqnApJD, 6516785]
[paragraph, [424.0, 339.0, 124.0, 18.0], PDyjyNS3sy, 6516785]
[paragraph, [409.0, 378.0, 152.0, 18.0], X54HRInRAR, 6516785]
[paragraph, [409.0, 396.0, 152.0, 18.0], X54HRInRAR, 6516785]
[paragraph, [409.0, 414.0, 152.0, 18.0], X54HRInRAR, 6516785]
[paragraph, [409.0, 432.0, 152.0, 18.0], X54HRInRAR, 6516785]
[paragraph, [409.0, 450.0, 152.0, 18.0], X54HRInRAR, 6516785]
[paragraph, [228.0, 397.0, 152.0, 18.0], I9yDTpLxFj, 6516785]
[paragraph, [228.0, 415.0, 152.0, 18.0], I9yDTpLxFj, 6516785]
[paragraph, [228.0, 433.0, 152.0, 18.0], I9yDTpLxFj, 6516785]
[paragraph, [228.0, 451.0, 152.0, 18.0], I9yDTpLxFj, 6516785]
[paragraph, [228.0, 469.0, 152.0, 18.0], I9yDTpLxFj, 6516785]
[paragraph, [228.0, 487.0, 152.0, 18.0], I9yDTpLxFj, 6516785]
[paragraph, [228.0, 505.0, 152.0, 18.0], I9yDTpLxFj, 6516785]
[paragraph, [228.0, 523.0, 152.0, 18.0], I9yDTpLxFj, 6516785]
[paragraph, [228.0, 541.0, 152.0, 18.0], I9yDTpLxFj, 6516785]
[paragraph, [405.0, 487.0, 158.0, 18.0], BJx_1kfg_5, 6516785]
[paragraph, [405.0, 505.0, 158.0, 18.0], BJx_1kfg_5, 6516785]
[paragraph, [405.0, 523.0, 158.0, 18.0], BJx_1kfg_5, 6516785]
[paragraph, [405.0, 541.0, 158.0, 18.0], BJx_1kfg_5, 6516785]
[paragraph, [405.0, 559.0, 158.0, 18.0], BJx_1kfg_5, 6516785]
[paragraph, [405.0, 577.0, 158.0, 18.0], BJx_1kfg_5, 6516785]
[paragraph, [405.0, 595.0, 158.0, 18.0], BJx_1kfg_5, 6516785]
[paragraph, [405.0, 613.0, 158.0, 18.0], BJx_1kfg_5, 6516785]
[paragraph, [405.0, 631.0, 158.0, 18.0], BJx_1kfg_5, 6516785]
[paragraph, [405.0, 649.0, 158.0, 18.0], BJx_1kfg_5, 6516785]
[paragraph, [405.0, 667.0, 158.0, 18.0], BJx_1kfg_5, 6516785]
[paragraph, [49.0, 498.0, 150.0, 18.0], U28mt_lmUs, 6516785]
[paragraph, [49.0, 516.0, 150.0, 18.0], U28mt_lmUs, 6516785]
[paragraph, [49.0, 534.0, 150.0, 18.0], U28mt_lmUs, 6516785]
[paragraph, [49.0, 552.0, 150.0, 18.0], U28mt_lmUs, 6516785]
[paragraph, [49.0, 570.0, 150.0, 18.0], U28mt_lmUs, 6516785]
[paragraph, [49.0, 588.0, 150.0, 18.0], U28mt_lmUs, 6516785]
